entry_time,exit_time,side,entry,exit,pnl,bars,reason
2025-06-06 09:31:00,2025-06-06 09:32:00,-1,3347.848,3350.848,-3.2,1,sl
2025-06-12 20:28:00,2025-06-12 20:31:00,1,3412.198,3413.948,1.55,3,trail
2025-06-13 06:35:00,2025-06-13 06:52:00,-1,3414.935,3413.098,1.6369999999999891,17,trail
2025-06-13 11:30:00,2025-06-13 11:37:00,-1,3423.155,3422.228,0.7270000000001346,7,trail
2025-06-16 01:34:00,2025-06-16 01:45:00,-1,3423.048,3421.048,1.8,11,trail
2025-06-17 18:00:00,2025-06-17 18:05:00,1,3392.348,3394.348,1.8,5,trail
2025-06-22 18:00:00,2025-06-22 18:01:00,1,3391.365,3393.365,1.8,1,trail
2025-06-29 18:00:00,2025-06-29 18:01:00,1,3281.098,3278.098,-3.2,1,sl
2025-06-29 21:04:00,2025-06-29 21:08:00,-1,3260.748,3263.748,-3.2,4,sl
2025-07-06 21:01:00,2025-07-06 21:03:00,-1,3321.048,3324.048,-3.2,2,sl
2025-07-11 08:30:00,2025-07-11 08:36:00,1,3350.198,3351.108,0.7100000000003093,6,trail
2025-07-16 10:30:00,2025-07-16 10:34:00,-1,3322.775,3320.999,1.5760000000002947,4,trail
2025-08-01 08:30:00,2025-08-01 08:55:00,1,3312.345,3337.465,24.920000000000346,25,reverse
2025-09-02 09:56:00,2025-09-02 09:59:00,1,3491.389,3488.389,-3.2,3,sl
2025-09-03 22:37:00,2025-09-03 22:41:00,-1,3540.765,3538.765,1.8,4,trail
2025-09-04 03:06:00,2025-09-04 03:10:00,1,3539.135,3536.135,-3.2,4,sl
2025-09-11 01:32:00,2025-09-11 01:34:00,-1,3625.465,3628.465,-3.2,2,sl
2025-09-17 15:12:00,2025-09-17 15:14:00,-1,3651.495,3649.495,1.8,2,trail
2025-09-19 02:33:00,2025-09-19 02:36:00,-1,3645.705,3644.785,0.7200000000000728,3,trail
2025-09-24 10:08:00,2025-09-24 10:10:00,-1,3755.965,3758.965,-3.2,2,sl
2025-10-07 12:13:00,2025-10-07 12:15:00,-1,3966.775,3964.775,1.8,2,trail
2025-10-09 21:59:00,2025-10-09 22:00:00,-1,3972.855,3975.855,-3.2,1,sl
2025-10-10 01:44:00,2025-10-10 01:47:00,1,3974.345,3974.848,0.3030000000001564,3,trail
2025-10-16 19:40:00,2025-10-16 19:54:00,1,4366.075,4368.075,1.8,14,trail
2025-10-17 03:51:00,2025-10-17 03:56:00,-1,4338.275,4336.275,1.8,5,trail
2025-10-17 11:12:00,2025-10-17 11:14:00,-1,4244.945,4244.335,0.40999999999967257,2,trail
2025-10-17 12:18:00,2025-10-17 12:19:00,-1,4229.775,4228.035,1.5399999999997818,1,trail
2025-10-17 12:24:00,2025-10-17 12:49:00,-1,4228.795,4215.805,12.789999999999782,25,reverse
2025-10-17 14:02:00,2025-10-17 14:34:00,1,4228.148,4238.835,10.486999999999899,32,reverse
2025-10-19 21:11:00,2025-10-19 21:13:00,1,4248.095,4250.095,1.8,2,trail
2025-10-20 02:20:00,2025-10-20 02:22:00,-1,4235.569,4233.829,1.5400000000006913,2,trail
2025-10-20 03:42:00,2025-10-20 03:48:00,1,4258.785,4255.785,-3.2,6,sl
2025-10-21 08:31:00,2025-10-21 08:34:00,-1,4220.995,4218.995,1.8,3,trail
2025-10-21 15:40:00,2025-10-21 15:41:00,-1,4101.395,4104.395,-3.2,1,sl
2025-10-21 20:31:00,2025-10-21 20:32:00,-1,4042.505,4045.505,-3.2,1,sl
2025-10-21 21:32:00,2025-10-21 21:33:00,1,4109.785,4106.785,-3.2,1,sl
2025-10-22 05:11:00,2025-10-22 05:13:00,-1,4081.885,4079.885,1.8,2,trail
2025-10-22 05:39:00,2025-10-22 05:40:00,-1,4070.148,4069.179,0.769000000000051,1,trail
2025-10-22 07:27:00,2025-10-22 07:28:00,-1,4026.258,4029.258,-3.2,1,sl
2025-10-23 09:53:00,2025-10-23 09:57:00,1,4148.655,4145.655,-3.2,4,sl
2025-10-23 11:00:00,2025-10-23 11:06:00,1,4150.885,4147.885,-3.2,6,sl
2025-10-24 08:30:00,2025-10-24 08:31:00,1,4090.048,4087.048,-3.2,1,sl
2025-10-26 19:19:00,2025-10-26 19:21:00,-1,4063.955,4063.425,0.32999999999974533,2,trail
2025-10-28 00:30:00,2025-10-28 00:32:00,-1,3966.865,3965.075,1.5899999999999637,2,trail
2025-10-29 13:00:00,2025-10-29 13:02:00,-1,3987.995,3985.995,1.8,2,trail
2025-10-29 13:35:00,2025-10-29 13:36:00,-1,3969.555,3967.555,1.8,1,trail
2025-10-29 14:23:00,2025-10-29 14:25:00,-1,3960.435,3958.505,1.7299999999998363,2,trail
2025-10-29 17:20:00,2025-10-29 17:23:00,-1,3929.895,3927.895,1.8,3,trail
2025-10-29 18:06:00,2025-10-29 18:08:00,1,3946.258,3943.258,-3.2,2,sl
2025-10-29 18:49:00,2025-10-29 18:50:00,1,3951.765,3948.765,-3.2,1,sl
2025-10-31 02:14:00,2025-10-31 02:18:00,1,4015.515,4017.515,1.8,4,trail
2025-10-31 02:55:00,2025-10-31 02:58:00,1,4021.245,4022.195,0.7500000000002729,3,trail
2025-11-02 19:30:00,2025-11-02 19:35:00,-1,3964.158,3967.158,-3.2,5,sl
2025-11-02 19:54:00,2025-11-02 19:56:00,-1,3968.139,3971.139,-3.2,2,sl
2025-11-14 07:10:00,2025-11-14 07:37:00,-1,4132.615,4117.615,14.8,27,reverse
2025-11-14 08:01:00,2025-11-14 08:02:00,-1,4109.035,4112.035,-3.2,1,sl
2025-11-14 10:14:00,2025-11-14 10:17:00,1,4079.175,4079.815,0.43999999999987266,3,trail
2025-11-14 10:47:00,2025-11-14 10:49:00,1,4088.525,4090.325,1.5999999999997272,2,trail
2025-11-16 18:04:00,2025-11-16 18:05:00,-1,4076.445,4075.648,0.5970000000000255,1,trail
2025-11-17 08:01:00,2025-11-17 08:08:00,1,4082.775,4084.775,1.8,7,trail
2025-11-17 23:36:00,2025-11-17 23:48:00,-1,4008.615,4011.615,-3.2,12,sl
2025-11-19 11:17:00,2025-11-19 11:19:00,-1,4085.315,4083.315,1.8,2,trail
2025-11-19 18:01:00,2025-11-19 18:02:00,1,4083.148,4080.148,-3.2,1,sl
2025-11-20 10:56:00,2025-11-20 10:58:00,-1,4078.935,4077.335,1.399999999999909,2,trail
2025-11-21 04:01:00,2025-11-21 04:09:00,1,4046.495,4047.708,1.0130000000001929,8,trail
2025-11-24 01:24:00,2025-11-24 01:27:00,1,4053.905,4054.795,0.6899999999998727,3,trail
2025-11-24 21:02:00,2025-11-24 21:06:00,1,4138.715,4140.415,1.4999999999998181,4,trail
2025-11-25 12:00:00,2025-11-25 12:01:00,1,4145.365,4147.365,1.8,1,trail
2025-12-01 09:31:00,2025-12-01 09:32:00,-1,4240.515,4243.515,-3.2,1,sl
2025-12-08 08:51:00,2025-12-08 08:54:00,-1,4198.985,4201.985,-3.2,3,sl
2025-12-08 09:58:00,2025-12-08 10:19:00,-1,4197.185,4186.055,10.93000000000011,21,reverse
2025-12-11 10:32:00,2025-12-11 10:57:00,1,4243.948,4250.605,6.456999999999243,25,reverse
2025-12-12 08:30:00,2025-12-12 08:32:00,1,4342.918,4343.505,0.3870000000004438,2,trail
2025-12-12 11:34:00,2025-12-12 11:36:00,-1,4279.425,4278.915,0.31000000000021827,2,trail
2025-12-15 09:47:00,2025-12-15 09:49:00,-1,4324.975,4323.595,1.1800000000001092,2,trail
2025-12-15 10:19:00,2025-12-15 10:20:00,-1,4314.565,4317.565,-3.2,1,sl
2025-12-25 18:04:00,2025-12-25 18:05:00,1,4486.765,4488.735,1.7699999999993452,1,trail
2025-12-26 12:54:00,2025-12-26 12:55:00,-1,4513.965,4516.965,-3.2,1,sl
2025-12-28 19:44:00,2025-12-28 19:45:00,-1,4489.048,4487.299,1.5489999999997963,1,trail
2025-12-30 11:00:00,2025-12-30 11:01:00,-1,4362.105,4361.285,0.619999999999709,1,trail
2025-12-31 11:04:00,2025-12-31 11:06:00,-1,4327.845,4326.275,1.3700000000006185,2,trail
