time,open,high,low,close
2022-01-02 21:17:00,1826.548,1826.858,1826.538,1826.818
2022-01-02 21:18:00,1826.828,1826.928,1826.828,1826.888
2022-01-02 21:19:00,1826.888,1827.098,1826.838,1826.948
2022-01-02 21:20:00,1826.948,1826.988,1826.858,1826.868
2022-01-02 21:21:00,1826.868,1826.898,1826.698,1826.848
2022-01-02 21:22:00,1826.838,1826.908,1826.818,1826.838
2022-01-02 21:23:00,1826.898,1826.968,1826.808,1826.938
2022-01-02 21:24:00,1826.938,1827.068,1826.878,1826.898
2022-01-02 21:25:00,1826.898,1826.958,1826.848,1826.938
2022-01-02 21:26:00,1826.948,1827.058,1826.938,1827.058
2022-01-02 21:27:00,1827.058,1827.538,1827.058,1827.518
2022-01-02 21:28:00,1827.518,1827.528,1827.318,1827.388
2022-01-02 21:29:00,1827.398,1827.588,1827.398,1827.558
2022-01-02 21:30:00,1827.578,1827.578,1826.108,1826.128
2022-01-02 21:31:00,1826.218,1826.268,1825.588,1826.048
2022-01-02 21:32:00,1826.168,1826.548,1826.148,1826.428
2022-01-02 21:33:00,1826.418,1826.418,1826.058,1826.268
2022-01-02 21:34:00,1826.278,1826.448,1826.248,1826.288
2022-01-02 21:35:00,1826.278,1826.368,1826.228,1826.298
2022-01-02 21:36:00,1826.328,1826.448,1826.328,1826.398
2022-01-02 21:37:00,1826.418,1826.958,1826.238,1826.658
2022-01-02 21:38:00,1826.678,1826.678,1826.438,1826.438
2022-01-02 21:39:00,1826.398,1826.438,1825.958,1825.978
2022-01-02 21:40:00,1825.978,1826.198,1825.978,1826.118
2022-01-02 21:41:00,1826.118,1826.198,1825.928,1825.928
2022-01-02 21:42:00,1825.958,1826.468,1825.938,1826.438
2022-01-02 21:43:00,1826.458,1826.558,1826.418,1826.548
2022-01-02 21:44:00,1826.568,1826.738,1826.468,1826.648
2022-01-02 21:45:00,1826.638,1826.748,1826.538,1826.668
2022-01-02 21:46:00,1826.688,1826.828,1826.648,1826.758
2022-01-02 21:47:00,1826.758,1826.808,1826.668,1826.688
2022-01-02 21:48:00,1826.718,1826.808,1826.628,1826.808
2022-01-02 21:49:00,1826.818,1826.818,1826.498,1826.518
2022-01-02 21:50:00,1826.518,1826.558,1826.408,1826.418
2022-01-02 21:51:00,1826.448,1826.448,1826.208,1826.208
2022-01-02 21:52:00,1826.168,1826.248,1826.038,1826.048
2022-01-02 21:53:00,1826.068,1826.278,1826.058,1826.278
2022-01-02 21:54:00,1826.248,1826.248,1826.058,1826.108
2022-01-02 21:55:00,1826.088,1826.118,1825.918,1825.988
2022-01-02 21:56:00,1826.008,1826.208,1825.968,1826.148
2022-01-02 21:57:00,1826.148,1826.168,1826.088,1826.108
2022-01-02 21:58:00,1826.118,1826.158,1826.035,1826.035
2022-01-02 21:59:00,1826.035,1826.098,1825.978,1826.088
2022-01-02 22:00:00,1826.088,1826.194,1825.668,1825.698
2022-01-02 22:01:00,1825.708,1825.918,1825.688,1825.888
2022-01-02 22:02:00,1825.878,1826.068,1825.698,1825.718
2022-01-02 22:03:00,1825.718,1825.758,1825.688,1825.688
2022-01-02 22:04:00,1825.688,1825.738,1825.638,1825.738
2022-01-02 22:05:00,1825.738,1825.758,1825.598,1825.728
2022-01-02 22:06:00,1825.738,1825.948,1825.708,1825.928
2022-01-02 22:07:00,1825.928,1826.038,1825.908,1826.038
2022-01-02 22:08:00,1826.048,1826.438,1826.008,1826.408
2022-01-02 22:09:00,1826.408,1826.648,1826.328,1826.638
2022-01-02 22:10:00,1826.638,1826.668,1826.578,1826.628
2022-01-02 22:11:00,1826.628,1826.658,1826.518,1826.588
2022-01-02 22:12:00,1826.558,1826.768,1826.538,1826.648
2022-01-02 22:13:00,1826.648,1826.698,1826.568,1826.578
2022-01-02 22:14:00,1826.568,1826.568,1826.438,1826.458
2022-01-02 22:15:00,1826.438,1826.438,1825.788,1825.838
2022-01-02 22:16:00,1825.838,1825.918,1825.818,1825.868
2022-01-02 22:17:00,1825.878,1825.898,1825.768,1825.768
2022-01-02 22:18:00,1825.808,1825.818,1825.678,1825.768
2022-01-02 22:19:00,1825.798,1825.828,1825.728,1825.748
2022-01-02 22:20:00,1825.728,1825.728,1825.098,1825.218
2022-01-02 22:21:00,1825.218,1825.538,1825.208,1825.418
2022-01-02 22:22:00,1825.418,1825.418,1825.048,1825.068
2022-01-02 22:23:00,1825.088,1825.088,1824.848,1825.068
2022-01-02 22:24:00,1825.069,1825.178,1824.898,1824.948
2022-01-02 22:25:00,1824.948,1825.458,1824.654,1824.788
2022-01-02 22:26:00,1824.788,1824.828,1824.438,1824.508
2022-01-02 22:27:00,1824.478,1825.138,1824.478,1825.138
2022-01-02 22:28:00,1825.148,1825.548,1825.058,1825.148
2022-01-02 22:29:00,1825.118,1825.258,1825.118,1825.208
2022-01-02 22:30:00,1825.238,1825.238,1824.848,1825.068
2022-01-02 22:31:00,1825.048,1825.058,1824.918,1824.958
2022-01-02 22:32:00,1824.958,1825.048,1824.858,1825.048
2022-01-02 22:33:00,1825.048,1825.078,1824.858,1825.008
2022-01-02 22:34:00,1824.928,1824.948,1824.808,1824.808
2022-01-02 22:35:00,1824.794,1824.828,1824.068,1824.348
2022-01-02 22:36:00,1824.348,1824.468,1824.268,1824.378
2022-01-02 22:37:00,1824.378,1824.478,1824.368,1824.448
2022-01-02 22:38:00,1824.448,1824.668,1824.428,1824.638
2022-01-02 22:39:00,1824.638,1824.638,1824.478,1824.498
2022-01-02 22:40:00,1824.498,1824.638,1824.418,1824.478
2022-01-02 22:41:00,1824.478,1824.788,1824.468,1824.708
2022-01-02 22:42:00,1824.708,1824.798,1824.658,1824.748
2022-01-02 22:43:00,1824.768,1824.878,1824.648,1824.658
2022-01-02 22:44:00,1824.668,1824.788,1824.548,1824.788
2022-01-02 22:45:00,1824.788,1824.788,1824.518,1824.548
2022-01-02 22:46:00,1824.568,1824.598,1824.408,1824.468
2022-01-02 22:47:00,1824.468,1824.588,1824.398,1824.458
2022-01-02 22:48:00,1824.458,1824.568,1824.448,1824.538
2022-01-02 22:49:00,1824.528,1824.648,1824.518,1824.648
2022-01-02 22:50:00,1824.648,1824.928,1824.648,1824.928
2022-01-02 22:51:00,1824.928,1825.028,1824.898,1824.938
2022-01-02 22:52:00,1824.938,1824.978,1824.868,1824.868
2022-01-02 22:53:00,1824.868,1825.158,1824.868,1825.068
2022-01-02 22:54:00,1825.098,1825.168,1825.088,1825.118
2022-01-02 22:55:00,1825.088,1825.328,1825.038,1825.228
2022-01-02 22:56:00,1825.218,1825.338,1825.218,1825.338
2022-01-02 22:57:00,1825.338,1825.378,1825.278,1825.328
2022-01-02 22:58:00,1825.308,1825.578,1825.308,1825.558
2022-01-02 22:59:00,1825.568,1825.618,1825.508,1825.618
2022-01-02 23:00:00,1825.618,1825.618,1825.358,1825.498
2022-01-02 23:01:00,1825.498,1825.498,1824.868,1825.258
2022-01-02 23:02:00,1825.238,1825.338,1825.208,1825.308
2022-01-02 23:03:00,1825.274,1825.274,1825.068,1825.088
2022-01-02 23:04:00,1825.118,1825.168,1825.068,1825.128
2022-01-02 23:05:00,1825.128,1825.288,1825.128,1825.268
2022-01-02 23:06:00,1825.258,1825.438,1825.258,1825.398
2022-01-02 23:07:00,1825.448,1825.488,1825.378,1825.468
2022-01-02 23:08:00,1825.448,1825.498,1825.398,1825.428
2022-01-02 23:09:00,1825.478,1825.654,1825.468,1825.618
2022-01-02 23:10:00,1825.608,1825.628,1825.418,1825.458
2022-01-02 23:11:00,1825.458,1825.538,1825.418,1825.508
2022-01-02 23:12:00,1825.408,1825.488,1825.408,1825.418
2022-01-02 23:13:00,1825.328,1825.328,1825.088,1825.228
2022-01-02 23:14:00,1825.238,1825.398,1825.238,1825.348
2022-01-02 23:15:00,1825.314,1825.368,1825.308,1825.328
2022-01-02 23:16:00,1825.258,1825.408,1825.258,1825.358
2022-01-02 23:17:00,1825.398,1825.428,1825.388,1825.388
2022-01-02 23:18:00,1825.438,1825.628,1825.438,1825.548
2022-01-02 23:19:00,1825.568,1825.618,1825.488,1825.568
2022-01-02 23:20:00,1825.588,1825.638,1825.538,1825.538
2022-01-02 23:21:00,1825.538,1825.548,1825.468,1825.538
2022-01-02 23:22:00,1825.538,1825.608,1825.468,1825.518
2022-01-02 23:23:00,1825.518,1825.548,1825.518,1825.538
2022-01-02 23:24:00,1825.528,1825.654,1825.528,1825.608
2022-01-02 23:25:00,1825.608,1825.678,1825.508,1825.678
2022-01-02 23:26:00,1825.668,1825.738,1825.608,1825.658
2022-01-02 23:27:00,1825.678,1825.778,1825.654,1825.718
2022-01-02 23:28:00,1825.718,1825.728,1825.658,1825.688
2022-01-02 23:29:00,1825.678,1825.728,1825.678,1825.688
2022-01-02 23:30:00,1825.728,1825.818,1825.668,1825.708
2022-01-02 23:31:00,1825.714,1825.778,1825.714,1825.758
2022-01-02 23:32:00,1825.764,1825.854,1825.654,1825.664
2022-01-02 23:33:00,1825.658,1825.658,1825.454,1825.464
2022-01-02 23:34:00,1825.474,1825.484,1825.344,1825.364
2022-01-02 23:35:00,1825.389,1825.498,1825.389,1825.428
2022-01-02 23:36:00,1825.434,1825.498,1825.408,1825.408
2022-01-02 23:37:00,1825.428,1825.498,1825.408,1825.418
2022-01-02 23:38:00,1825.428,1825.438,1825.348,1825.398
2022-01-02 23:39:00,1825.398,1825.528,1825.388,1825.528
2022-01-02 23:40:00,1825.539,1825.638,1825.398,1825.438
2022-01-02 23:41:00,1825.478,1825.638,1825.478,1825.638
2022-01-02 23:42:00,1825.628,1825.698,1825.628,1825.658
2022-01-02 23:43:00,1825.618,1825.618,1825.398,1825.398
2022-01-02 23:44:00,1825.438,1825.488,1825.378,1825.488
2022-01-02 23:45:00,1825.468,1825.468,1825.348,1825.428
2022-01-02 23:46:00,1825.428,1825.498,1825.198,1825.198
2022-01-02 23:47:00,1825.188,1825.218,1825.038,1825.168
2022-01-02 23:48:00,1825.168,1825.178,1825.118,1825.138
2022-01-02 23:49:00,1825.178,1825.218,1825.128,1825.138
2022-01-02 23:50:00,1825.158,1825.168,1824.968,1824.968
2022-01-02 23:51:00,1824.998,1825.018,1824.848,1824.848
2022-01-02 23:52:00,1824.818,1824.868,1824.678,1824.738
2022-01-02 23:53:00,1824.698,1824.708,1824.538,1824.578
2022-01-02 23:54:00,1824.538,1824.598,1824.448,1824.488
2022-01-02 23:55:00,1824.488,1824.768,1824.488,1824.594
2022-01-02 23:56:00,1824.594,1824.644,1824.578,1824.628
2022-01-02 23:57:00,1824.618,1824.814,1824.608,1824.808
2022-01-02 23:58:00,1824.808,1824.898,1824.798,1824.898
2022-01-02 23:59:00,1824.918,1825.058,1824.918,1825.028
2022-01-03 00:00:00,1825.038,1825.268,1824.988,1825.218
2022-01-03 00:01:00,1825.228,1825.238,1824.998,1825.058
2022-01-03 00:02:00,1825.088,1825.118,1825.048,1825.088
2022-01-03 00:03:00,1825.088,1825.108,1824.998,1825.028
2022-01-03 00:04:00,1825.018,1825.048,1824.938,1825.038
2022-01-03 00:05:00,1825.038,1825.038,1824.878,1824.924
2022-01-03 00:06:00,1824.914,1825.004,1824.904,1824.964
2022-01-03 00:07:00,1824.954,1825.084,1824.934,1825.084
2022-01-03 00:08:00,1825.034,1825.064,1825.024,1825.034
2022-01-03 00:09:00,1825.038,1825.118,1824.898,1824.904
2022-01-03 00:10:00,1824.884,1825.118,1824.884,1825.054
2022-01-03 00:11:00,1824.998,1825.018,1824.778,1824.948
2022-01-03 00:12:00,1824.988,1825.008,1824.698,1824.728
2022-01-03 00:13:00,1824.728,1824.738,1824.678,1824.738
2022-01-03 00:14:00,1824.758,1824.758,1824.628,1824.678
2022-01-03 00:15:00,1824.648,1824.648,1824.458,1824.538
2022-01-03 00:16:00,1824.528,1824.608,1824.488,1824.518
2022-01-03 00:17:00,1824.518,1824.538,1824.458,1824.528
2022-01-03 00:18:00,1824.528,1824.678,1824.508,1824.678
2022-01-03 00:19:00,1824.678,1824.698,1824.604,1824.658
2022-01-03 00:20:00,1824.678,1824.688,1824.598,1824.618
2022-01-03 00:21:00,1824.618,1824.618,1824.468,1824.545
2022-01-03 00:22:00,1824.545,1824.545,1824.488,1824.498
2022-01-03 00:23:00,1824.548,1824.588,1824.538,1824.568
2022-01-03 00:24:00,1824.558,1824.558,1824.088,1824.138
2022-01-03 00:25:00,1824.148,1824.148,1823.594,1823.688
2022-01-03 00:26:00,1823.668,1824.178,1823.598,1824.078
2022-01-03 00:27:00,1824.118,1824.218,1823.974,1824.198
2022-01-03 00:28:00,1824.198,1824.368,1824.008,1824.348
2022-01-03 00:29:00,1824.358,1824.488,1824.098,1824.138
2022-01-03 00:30:00,1824.138,1824.288,1824.058,1824.208
2022-01-03 00:31:00,1824.188,1824.408,1824.068,1824.138
2022-01-03 00:32:00,1824.168,1824.508,1824.128,1824.488
2022-01-03 00:33:00,1824.518,1825.018,1824.518,1824.814
2022-01-03 00:34:00,1824.844,1824.844,1824.378,1824.594
2022-01-03 00:35:00,1824.574,1825.168,1824.368,1825.118
2022-01-03 00:36:00,1825.128,1825.158,1824.654,1824.684
2022-01-03 00:37:00,1824.744,1825.108,1824.744,1825.054
2022-01-03 00:38:00,1825.054,1825.054,1824.838,1824.968
2022-01-03 00:39:00,1824.988,1824.988,1824.678,1824.888
2022-01-03 00:40:00,1824.888,1824.918,1824.728,1824.878
2022-01-03 00:41:00,1824.878,1824.898,1824.808,1824.858
2022-01-03 00:42:00,1824.888,1825.048,1824.804,1825.008
2022-01-03 00:43:00,1824.988,1824.998,1824.818,1824.834
2022-01-03 00:44:00,1824.868,1825.238,1824.868,1825.218
2022-01-03 00:45:00,1825.218,1825.218,1825.058,1825.135
2022-01-03 00:46:00,1825.135,1825.135,1825.115,1825.115
2022-01-03 00:47:00,1825.115,1825.158,1824.908,1825.158
2022-01-03 00:48:00,1825.208,1825.524,1825.208,1825.524
2022-01-03 00:49:00,1825.444,1825.528,1825.374,1825.528
2022-01-03 00:50:00,1825.518,1825.528,1825.408,1825.478
2022-01-03 00:51:00,1825.478,1825.498,1825.334,1825.348
2022-01-03 00:52:00,1825.338,1825.464,1825.338,1825.458
2022-01-03 00:53:00,1825.438,1825.468,1825.408,1825.438
2022-01-03 00:54:00,1825.438,1825.458,1825.408,1825.408
2022-01-03 00:55:00,1825.418,1825.648,1825.418,1825.548
2022-01-03 00:56:00,1825.538,1825.538,1825.358,1825.438
2022-01-03 00:57:00,1825.448,1825.458,1825.358,1825.428
2022-01-03 00:58:00,1825.348,1825.458,1825.348,1825.358
2022-01-03 00:59:00,1825.358,1825.378,1825.308,1825.338
2022-01-03 01:00:00,1825.328,1825.518,1825.048,1825.458
2022-01-03 01:01:00,1825.458,1825.538,1825.424,1825.444
2022-01-03 01:02:00,1825.444,1825.464,1825.364,1825.394
