entry_time,exit_time,direction,entry,exit,sl,tp,lot,pnl,r_multiple,bars_held,exit_reason
2022-02-24 07:05:00,2022-02-24 07:09:00,SHORT,1962.5,1964.0,,,0.1,-19.5,0.0,5,REV
2022-02-24 07:09:00,2022-02-24 07:11:00,LONG,1964.0,1962.5,,,0.1,-19.5,0.0,3,REV
2022-02-24 07:11:00,2022-02-24 07:11:00,SHORT,1962.5,1963.5,,,0.1,-14.5,0.0,2,REV
2022-02-24 07:11:00,2022-02-24 07:13:00,LONG,1963.5,1962.5,,,0.1,-14.5,0.0,6,REV
2022-02-24 07:13:00,2022-02-24 07:19:00,SHORT,1962.5,1961.5,,,0.1,5.5,0.0,22,REV
2022-02-24 07:19:00,2022-02-24 07:20:00,LONG,1961.5,1959.5,,,0.1,-24.5,0.0,4,REV
2022-02-24 07:20:00,2022-02-24 07:25:00,SHORT,1959.5,1954.5,,,0.1,45.5,0.0,28,REV
2022-02-24 07:25:00,2022-02-24 07:33:00,LONG,1954.5,1955.0,,,0.1,0.5,0.0,19,REV
2022-02-24 07:33:00,2022-02-24 07:33:00,SHORT,1955.0,1957.0,,,0.1,-24.5,0.0,4,REV
2022-02-24 07:33:00,2022-02-24 07:50:00,LONG,1957.0,1961.0,,,0.1,35.5,0.0,30,REV
2022-02-24 07:50:00,2022-02-24 07:56:00,SHORT,1961.0,1962.0,,,0.1,-14.5,0.0,10,REV
2022-02-24 07:56:00,2022-02-24 08:06:00,LONG,1962.0,1963.0,,,0.1,5.5,0.0,20,REV
2022-02-24 08:06:00,2022-02-24 08:07:00,SHORT,1963.0,1965.0,,,0.1,-24.5,0.0,4,REV
2022-02-24 08:07:00,2022-02-24 08:10:00,LONG,1965.0,1963.5,,,0.1,-19.5,0.0,9,REV
2022-02-24 08:10:00,2022-02-24 08:20:00,SHORT,1963.5,1964.5,,,0.1,-14.5,0.0,14,REV
2022-02-24 08:20:00,2022-02-24 08:32:00,LONG,1964.5,1964.5,,,0.1,-4.5,0.0,26,REV
2022-02-24 08:32:00,2022-02-24 09:00:00,SHORT,1964.5,1959.0,,,0.1,50.5,0.0,45,REV
