entry_time,exit_time,side,entry_price,exit_price,exit_reason,zone_touches,entry_spread,gross,cost,net,balance,duration_s
2024-01-02T06:01:00.398000+00:00,2024-01-02T06:02:50.806000+00:00,1,2074.685,2073.745,zone_reverse,6,0.3,-0.94,0.09,-1.03,998.97,110.4
2024-01-02T06:07:20.806000+00:00,2024-01-02T06:09:05.506000+00:00,-1,2073.645,2073.535,zone_reverse,6,0.29,0.11,0.09,0.02,998.99,104.7
2024-01-02T06:09:44.660000+00:00,2024-01-02T06:10:22.045000+00:00,1,2073.885,2073.815,zone_reverse,5,0.34,-0.07,0.09,-0.16,998.83,37.4
2024-01-02T06:11:57.680000+00:00,2024-01-02T06:12:08.565000+00:00,1,2074.915,2074.725,zone_reverse,5,0.36,-0.19,0.09,-0.28,998.55,10.9
2024-01-02T06:12:20.298000+00:00,2024-01-02T06:12:25.389000+00:00,-1,2074.225,2074.445,zone_reverse,6,0.34,-0.22,0.09,-0.31,998.24,5.1
2024-01-02T06:13:07.179000+00:00,2024-01-02T06:13:52.723000+00:00,1,2074.775,2074.594,zone_reverse,6,0.32,-0.181,0.09,-0.271,997.97,45.5
2024-01-02T06:15:25.475000+00:00,2024-01-02T06:16:54.712000+00:00,-1,2074.535,2074.925,zone_reverse,9,0.32,-0.39,0.09,-0.48,997.49,89.2
2024-01-02T06:19:14.046000+00:00,2024-01-02T06:20:19.693000+00:00,1,2074.905,2074.965,zone_reverse,5,0.33,0.06,0.09,-0.03,997.46,65.6
2024-01-02T06:22:08.194000+00:00,2024-01-02T06:22:16.460000+00:00,1,2076.685,2076.495,zone_reverse,6,0.29,-0.19,0.09,-0.28,997.18,8.3
2024-01-02T06:23:32.597000+00:00,2024-01-02T06:24:11.586000+00:00,-1,2076.005,2075.875,zone_reverse,6,0.387,0.13,0.09,0.04,997.22,39.0
2024-01-02T06:25:47.167000+00:00,2024-01-02T06:25:59.470000+00:00,-1,2074.725,2074.975,zone_reverse,7,0.33,-0.25,0.09,-0.34,996.88,12.3
2024-01-02T06:27:29.996000+00:00,2024-01-02T06:28:12.975000+00:00,1,2075.295,2075.515,zone_reverse,7,0.28,0.22,0.09,0.13,997.01,43.0
2024-01-02T06:30:06.266000+00:00,2024-01-02T06:30:29.336000+00:00,1,2076.355,2076.065,zone_reverse,5,0.29,-0.29,0.09,-0.38,996.63,23.1
2024-01-02T06:30:43.689000+00:00,2024-01-02T06:31:47.923000+00:00,-1,2075.895,2076.735,zone_reverse,5,0.3,-0.84,0.09,-0.93,995.7,64.2
2024-01-02T06:32:22.429000+00:00,2024-01-02T06:32:39.289000+00:00,-1,2075.985,2076.655,zone_reverse,10,0.33,-0.67,0.09,-0.76,994.94,16.9
2024-01-02T06:33:20.790000+00:00,2024-01-02T06:33:51.436000+00:00,-1,2076.015,2076.465,zone_reverse,6,0.37,-0.45,0.09,-0.54,994.4,30.6
2024-01-02T06:34:01.860000+00:00,2024-01-02T06:34:25.675000+00:00,-1,2075.955,2076.265,zone_reverse,5,0.38,-0.31,0.09,-0.4,994.0,23.8
2024-01-02T06:36:19.705000+00:00,2024-01-02T06:37:40.015000+00:00,-1,2075.535,2075.215,zone_reverse,7,0.32,0.32,0.09,0.23,994.23,80.3
2024-01-02T06:38:44.504000+00:00,2024-01-02T06:39:24.276000+00:00,1,2075.355,2075.105,zone_reverse,6,0.3,-0.25,0.09,-0.34,993.89,39.8
2024-01-02T06:41:15.047000+00:00,2024-01-02T06:42:00.348000+00:00,1,2075.575,2075.385,zone_reverse,5,0.33,-0.19,0.09,-0.28,993.61,45.3
2024-01-02T06:44:42.164000+00:00,2024-01-02T06:45:31.705000+00:00,-1,2074.945,2075.235,zone_reverse,10,0.29,-0.29,0.09,-0.38,993.23,49.5
2024-01-02T06:47:48.281000+00:00,2024-01-02T06:48:13.149000+00:00,1,2075.165,2074.965,zone_reverse,5,0.29,-0.2,0.09,-0.29,992.94,24.9
2024-01-02T06:50:20.366000+00:00,2024-01-02T06:50:57.894000+00:00,-1,2074.405,2074.575,zone_reverse,5,0.33,-0.17,0.09,-0.26,992.68,37.5
2024-01-02T06:52:36.493000+00:00,2024-01-02T06:53:41.570000+00:00,-1,2074.245,2074.285,zone_reverse,6,0.29,-0.04,0.09,-0.13,992.55,65.1
2024-01-02T06:55:47.269000+00:00,2024-01-02T06:56:35.670000+00:00,1,2074.385,2074.275,zone_reverse,5,0.3,-0.11,0.09,-0.2,992.35,48.4
2024-01-02T06:58:55.282000+00:00,2024-01-02T06:59:29.291000+00:00,1,2074.645,2074.045,zone_reverse,7,0.29,-0.6,0.09,-0.69,991.66,34.0
2024-01-02T07:00:00.827000+00:00,2024-01-02T07:00:26.848000+00:00,1,2074.495,2074.245,zone_reverse,5,0.29,-0.25,0.09,-0.34,991.32,26.0
2024-01-02T07:01:09.565000+00:00,2024-01-02T07:01:39.865000+00:00,1,2074.755,2074.355,zone_reverse,8,0.29,-0.4,0.09,-0.49,990.83,30.3
2024-01-02T07:01:42.230000+00:00,2024-01-02T07:02:03.364000+00:00,1,2074.765,2074.555,zone_reverse,7,0.29,-0.21,0.09,-0.3,990.53,21.1
2024-01-02T07:02:39.997000+00:00,2024-01-02T07:03:10.782000+00:00,1,2075.275,2074.465,zone_reverse,5,0.29,-0.81,0.09,-0.9,989.63,30.8
2024-01-02T07:04:15.005000+00:00,2024-01-02T07:04:31.570000+00:00,1,2073.885,2073.715,zone_reverse,6,0.34,-0.17,0.09,-0.26,989.37,16.6
2024-01-02T07:04:46.513000+00:00,2024-01-02T07:05:09.890000+00:00,1,2074.475,2074.245,zone_reverse,6,0.33,-0.23,0.09,-0.32,989.05,23.4
2024-01-02T07:06:05.086000+00:00,2024-01-02T07:06:23.394000+00:00,-1,2073.985,2074.372,zone_reverse,5,0.307,-0.387,0.09,-0.477,988.57,18.3
2024-01-02T07:07:33.651000+00:00,2024-01-02T07:07:44.933000+00:00,1,2074.825,2074.935,zone_reverse,8,0.28,0.11,0.09,0.02,988.59,11.3
2024-01-02T07:08:10.208000+00:00,2024-01-02T07:08:24.306000+00:00,1,2075.585,2075.295,zone_reverse,5,0.32,-0.29,0.09,-0.38,988.21,14.1
2024-01-02T07:09:15.982000+00:00,2024-01-02T07:10:30.395000+00:00,-1,2075.245,2075.465,zone_reverse,6,0.29,-0.22,0.09,-0.31,987.9,74.4
2024-01-02T07:11:56.844000+00:00,2024-01-02T07:12:07.311000+00:00,1,2075.275,2074.928,zone_reverse,6,0.34,-0.347,0.09,-0.437,987.46,10.5
2024-01-02T07:12:12.951000+00:00,2024-01-02T07:12:21.038000+00:00,1,2075.495,2075.255,zone_reverse,6,0.36,-0.24,0.09,-0.33,987.13,8.1
2024-01-02T07:13:11.720000+00:00,2024-01-02T07:13:54.219000+00:00,-1,2075.185,2075.655,zone_reverse,6,0.3,-0.47,0.09,-0.56,986.57,42.5
2024-01-02T07:14:02.373000+00:00,2024-01-02T07:14:45.065000+00:00,1,2075.845,2075.525,zone_reverse,5,0.32,-0.32,0.09,-0.41,986.16,42.7
2024-01-02T07:15:00.335000+00:00,2024-01-02T07:15:16.261000+00:00,-1,2075.185,2075.475,zone_reverse,5,0.33,-0.29,0.09,-0.38,985.78,15.9
2024-01-02T07:15:48.590000+00:00,2024-01-02T07:16:37.264000+00:00,1,2075.695,2075.528,zone_reverse,6,0.31,-0.167,0.09,-0.257,985.53,48.7
2024-01-02T07:17:17.331000+00:00,2024-01-02T07:17:59.530000+00:00,1,2075.775,2075.428,zone_reverse,8,0.34,-0.347,0.09,-0.437,985.09,42.2
2024-01-02T07:19:07.090000+00:00,2024-01-02T07:19:21.628000+00:00,-1,2074.825,2074.775,zone_reverse,10,0.33,0.05,0.09,-0.04,985.05,14.5
2024-01-02T07:20:05.211000+00:00,2024-01-02T07:21:08.157000+00:00,1,2075.045,2075.415,zone_reverse,11,0.287,0.37,0.09,0.28,985.33,62.9
2024-01-02T07:21:36.325000+00:00,2024-01-02T07:21:59.830000+00:00,1,2075.905,2075.545,zone_reverse,6,0.37,-0.36,0.09,-0.45,984.88,23.5
2024-01-02T07:22:44.155000+00:00,2024-01-02T07:22:59.151000+00:00,1,2075.975,2075.745,zone_reverse,5,0.29,-0.23,0.09,-0.32,984.56,15.0
2024-01-02T07:25:29.038000+00:00,2024-01-02T07:26:01.374000+00:00,-1,2075.645,2075.915,zone_reverse,6,0.3,-0.27,0.09,-0.36,984.2,32.3
2024-01-02T07:26:25.927000+00:00,2024-01-02T07:26:44.515000+00:00,-1,2074.918,2075.265,zone_reverse,6,0.317,-0.347,0.09,-0.437,983.76,18.6
2024-01-02T07:26:48.450000+00:00,2024-01-02T07:26:56.081000+00:00,-1,2074.925,2075.545,zone_reverse,7,0.34,-0.62,0.09,-0.71,983.05,7.6
2024-01-02T07:26:56.989000+00:00,2024-01-02T07:27:05.312000+00:00,1,2075.675,2075.265,zone_reverse,7,0.35,-0.41,0.09,-0.5,982.55,8.3
2024-01-02T07:27:19.311000+00:00,2024-01-02T07:27:32.145000+00:00,-1,2074.795,2075.225,zone_reverse,7,0.35,-0.43,0.09,-0.52,982.03,12.8
2024-01-02T07:27:41.764000+00:00,2024-01-02T07:28:12.274000+00:00,-1,2074.715,2075.085,zone_reverse,6,0.34,-0.37,0.09,-0.46,981.57,30.5
2024-01-02T07:28:21.660000+00:00,2024-01-02T07:28:35.419000+00:00,-1,2074.715,2074.875,zone_reverse,7,0.34,-0.16,0.09,-0.25,981.32,13.8
2024-01-02T07:28:48.821000+00:00,2024-01-02T07:29:11.380000+00:00,-1,2074.595,2075.065,zone_reverse,5,0.3,-0.47,0.09,-0.56,980.76,22.6
2024-01-02T07:30:43.808000+00:00,2024-01-02T07:31:53.902000+00:00,1,2075.775,2075.125,zone_reverse,5,0.35,-0.65,0.09,-0.74,980.02,70.1
2024-01-02T07:32:22.831000+00:00,2024-01-02T07:32:40.845000+00:00,1,2075.715,2075.355,zone_reverse,7,0.32,-0.36,0.09,-0.45,979.57,18.0
2024-01-02T07:33:09.638000+00:00,2024-01-02T07:33:49.083000+00:00,1,2075.765,2075.415,zone_reverse,5,0.31,-0.35,0.09,-0.44,979.13,39.4
2024-01-02T07:35:01.540000+00:00,2024-01-02T07:35:45.790000+00:00,-1,2075.125,2075.555,zone_reverse,6,0.34,-0.43,0.09,-0.52,978.61,44.2
2024-01-02T07:37:10.246000+00:00,2024-01-02T07:39:16.801000+00:00,1,2075.555,2075.355,zone_reverse,5,0.3,-0.2,0.09,-0.29,978.32,126.6
2024-01-02T07:40:29.967000+00:00,2024-01-02T07:41:00.368000+00:00,-1,2075.105,2075.355,zone_reverse,5,0.3,-0.25,0.09,-0.34,977.98,30.4
2024-01-02T07:41:39.325000+00:00,2024-01-02T07:42:06.526000+00:00,1,2075.485,2075.235,zone_reverse,7,0.29,-0.25,0.09,-0.34,977.64,27.2
2024-01-02T07:42:54.650000+00:00,2024-01-02T07:43:44.221000+00:00,-1,2075.028,2075.055,zone_reverse,5,0.337,-0.027,0.09,-0.117,977.53,49.6
2024-01-02T07:45:09.087000+00:00,2024-01-02T07:45:22.861000+00:00,-1,2074.935,2074.785,zone_reverse,5,0.33,0.15,0.09,0.06,977.59,13.8
2024-01-02T07:46:09.556000+00:00,2024-01-02T07:46:47.646000+00:00,1,2075.205,2075.028,zone_reverse,8,0.32,-0.177,0.09,-0.267,977.32,38.1
2024-01-02T07:48:18.618000+00:00,2024-01-02T07:48:42.776000+00:00,1,2075.475,2075.045,zone_reverse,6,0.327,-0.43,0.09,-0.52,976.8,24.2
2024-01-02T07:50:27.540000+00:00,2024-01-02T07:50:41.285000+00:00,1,2075.645,2075.155,zone_reverse,10,0.37,-0.49,0.09,-0.58,976.22,13.7
2024-01-02T07:51:15.333000+00:00,2024-01-02T07:51:23.559000+00:00,1,2075.485,2075.045,zone_reverse,5,0.357,-0.44,0.09,-0.53,975.69,8.2
2024-01-02T07:52:04.769000+00:00,2024-01-02T07:52:19.388000+00:00,1,2075.675,2075.145,zone_reverse,5,0.35,-0.53,0.09,-0.62,975.07,14.6
2024-01-02T07:52:29.391000+00:00,2024-01-02T07:52:42.008000+00:00,-1,2074.925,2075.095,zone_reverse,6,0.34,-0.17,0.09,-0.26,974.81,12.6
2024-01-02T07:53:04.199000+00:00,2024-01-02T07:53:38.928000+00:00,-1,2074.725,2074.855,zone_reverse,6,0.32,-0.13,0.09,-0.22,974.59,34.7
2024-01-02T07:54:21.465000+00:00,2024-01-02T07:55:30.802000+00:00,-1,2074.435,2075.335,zone_reverse,7,0.33,-0.9,0.09,-0.99,973.6,69.3
2024-01-02T07:56:33.053000+00:00,2024-01-02T07:57:36.579000+00:00,-1,2074.635,2074.485,zone_reverse,5,0.34,0.15,0.09,0.06,973.66,63.5
2024-01-02T07:58:31.466000+00:00,2024-01-02T07:59:01.702000+00:00,-1,2074.035,2074.345,zone_reverse,5,0.32,-0.31,0.09,-0.4,973.26,30.2
2024-01-02T07:59:43.682000+00:00,2024-01-02T08:00:00.943000+00:00,-1,2073.525,2073.765,zone_reverse,7,0.34,-0.24,0.09,-0.33,972.93,17.3
2024-01-02T08:00:09.092000+00:00,2024-01-02T08:00:14.156000+00:00,-1,2073.415,2073.685,zone_reverse,6,0.35,-0.27,0.09,-0.36,972.57,5.1
2024-01-02T08:02:06.718000+00:00,2024-01-02T08:02:26.012000+00:00,-1,2072.995,2073.655,zone_reverse,7,0.34,-0.66,0.09,-0.75,971.82,19.3
2024-01-02T08:02:35.943000+00:00,2024-01-02T08:02:51.061000+00:00,1,2073.925,2073.495,zone_reverse,7,0.31,-0.43,0.09,-0.52,971.3,15.1
2024-01-02T08:03:01.368000+00:00,2024-01-02T08:03:09.701000+00:00,1,2073.965,2073.725,zone_reverse,5,0.32,-0.24,0.09,-0.33,970.97,8.3
2024-01-02T08:03:42.555000+00:00,2024-01-02T08:03:57.055000+00:00,1,2074.155,2073.785,zone_reverse,6,0.31,-0.37,0.09,-0.46,970.51,14.5
2024-01-02T08:04:14.737000+00:00,2024-01-02T08:04:36.905000+00:00,1,2074.295,2074.055,zone_reverse,6,0.3,-0.24,0.09,-0.33,970.18,22.2
2024-01-02T08:05:25.439000+00:00,2024-01-02T08:05:53.064000+00:00,-1,2073.835,2074.145,zone_reverse,8,0.31,-0.31,0.09,-0.4,969.78,27.6
2024-01-02T08:06:25.608000+00:00,2024-01-02T08:06:36.849000+00:00,-1,2073.635,2073.875,zone_reverse,6,0.32,-0.24,0.09,-0.33,969.45,11.2
2024-01-02T08:07:15.353000+00:00,2024-01-02T08:07:50.954000+00:00,-1,2073.025,2073.765,zone_reverse,7,0.32,-0.74,0.09,-0.83,968.62,35.6
2024-01-02T08:08:03.468000+00:00,2024-01-02T08:08:20.289000+00:00,1,2073.825,2073.425,zone_reverse,7,0.32,-0.4,0.09,-0.49,968.13,16.8
2024-01-02T08:08:45.600000+00:00,2024-01-02T08:09:16.079000+00:00,-1,2073.075,2073.765,zone_reverse,6,0.34,-0.69,0.09,-0.78,967.35,30.5
2024-01-02T08:09:48.093000+00:00,2024-01-02T08:10:31.064000+00:00,-1,2073.225,2073.275,zone_reverse,8,0.32,-0.05,0.09,-0.14,967.21,43.0
2024-01-02T08:10:52.036000+00:00,2024-01-02T08:11:04.459000+00:00,-1,2072.625,2072.955,zone_reverse,6,0.34,-0.33,0.09,-0.42,966.79,12.4
2024-01-02T08:11:49.930000+00:00,2024-01-02T08:12:44.627000+00:00,1,2073.095,2073.425,zone_reverse,8,0.34,0.33,0.09,0.24,967.03,54.7
2024-01-02T08:13:18.769000+00:00,2024-01-02T08:13:57.318000+00:00,1,2074.385,2074.135,zone_reverse,5,0.36,-0.25,0.09,-0.34,966.69,38.5
2024-01-02T08:14:16.882000+00:00,2024-01-02T08:14:27.215000+00:00,1,2074.485,2074.195,zone_reverse,5,0.36,-0.29,0.09,-0.38,966.31,10.3
2024-01-02T08:15:11.399000+00:00,2024-01-02T08:15:38.230000+00:00,-1,2073.815,2073.985,zone_reverse,10,0.337,-0.17,0.09,-0.26,966.05,26.8
2024-01-02T08:16:06.797000+00:00,2024-01-02T08:16:35.518000+00:00,-1,2073.515,2073.875,zone_reverse,5,0.31,-0.36,0.09,-0.45,965.6,28.7
2024-01-02T08:18:29.619000+00:00,2024-01-02T08:19:08.839000+00:00,-1,2073.245,2073.875,zone_reverse,5,0.29,-0.63,0.09,-0.72,964.88,39.2
2024-01-02T08:19:18.866000+00:00,2024-01-02T08:19:36.832000+00:00,1,2073.955,2073.545,zone_reverse,5,0.3,-0.41,0.09,-0.5,964.38,18.0
2024-01-02T08:19:55.170000+00:00,2024-01-02T08:20:09.913000+00:00,1,2074.072,2073.735,zone_reverse,5,0.337,-0.337,0.09,-0.427,963.95,14.7
2024-01-02T08:20:45.773000+00:00,2024-01-02T08:21:36.939000+00:00,1,2074.172,2073.725,zone_reverse,6,0.337,-0.447,0.09,-0.537,963.42,51.2
2024-01-02T08:22:20.706000+00:00,2024-01-02T08:22:52.940000+00:00,1,2073.245,2073.265,zone_reverse,6,0.36,0.02,0.09,-0.07,963.35,32.2
2024-01-02T08:23:20.954000+00:00,2024-01-02T08:23:31.086000+00:00,1,2073.775,2073.395,zone_reverse,7,0.35,-0.38,0.09,-0.47,962.88,10.1
2024-01-02T08:24:13.550000+00:00,2024-01-02T08:24:25.917000+00:00,-1,2073.115,2073.392,zone_reverse,6,0.347,-0.277,0.09,-0.367,962.51,12.4
2024-01-02T08:24:55.706000+00:00,2024-01-02T08:25:12.095000+00:00,-1,2072.705,2073.092,zone_reverse,6,0.34,-0.387,0.09,-0.477,962.03,16.4
2024-01-02T08:25:33.720000+00:00,2024-01-02T08:26:07.518000+00:00,1,2073.475,2073.035,zone_reverse,8,0.34,-0.44,0.09,-0.53,961.5,33.8
2024-01-02T08:26:50.373000+00:00,2024-01-02T08:27:14.537000+00:00,-1,2072.715,2072.955,zone_reverse,5,0.351,-0.24,0.09,-0.33,961.17,24.2
2024-01-02T08:28:01.374000+00:00,2024-01-02T08:28:16.109000+00:00,-1,2072.425,2072.755,zone_reverse,7,0.307,-0.33,0.09,-0.42,960.75,14.7
2024-01-02T08:30:38.119000+00:00,2024-01-02T08:31:14.925000+00:00,-1,2072.415,2072.692,zone_reverse,11,0.36,-0.277,0.09,-0.367,960.38,36.8
2024-01-02T08:31:35.816000+00:00,2024-01-02T08:31:45.647000+00:00,-1,2072.115,2072.355,zone_reverse,5,0.34,-0.24,0.09,-0.33,960.05,9.8
2024-01-02T08:33:06.871000+00:00,2024-01-02T08:33:55.656000+00:00,-1,2071.745,2072.715,zone_reverse,6,0.29,-0.97,0.09,-1.06,958.99,48.8
2024-01-02T08:34:32.552000+00:00,2024-01-02T08:35:07.066000+00:00,1,2073.125,2073.505,zone_reverse,5,0.35,0.38,0.09,0.29,959.28,34.5
2024-01-02T08:35:47.963000+00:00,2024-01-02T08:35:57.754000+00:00,1,2074.225,2073.715,zone_reverse,10,0.33,-0.51,0.09,-0.6,958.68,9.8
2024-01-02T08:36:53.282000+00:00,2024-01-02T08:37:17.744000+00:00,1,2074.205,2073.175,zone_reverse,8,0.36,-1.03,0.09,-1.12,957.56,24.5
2024-01-02T08:38:09.350000+00:00,2024-01-02T08:38:40.907000+00:00,-1,2073.745,2074.455,zone_reverse,5,0.3,-0.71,0.09,-0.8,956.76,31.6
2024-01-02T08:38:50.623000+00:00,2024-01-02T08:39:14.509000+00:00,-1,2073.585,2074.165,zone_reverse,5,0.35,-0.58,0.09,-0.67,956.09,23.9
2024-01-02T08:40:00.607000+00:00,2024-01-02T08:40:25.690000+00:00,1,2074.155,2073.408,zone_reverse,10,0.28,-0.747,0.09,-0.837,955.26,25.1
2024-01-02T08:40:52.791000+00:00,2024-01-02T08:41:43.087000+00:00,1,2074.145,2073.458,zone_reverse,8,0.287,-0.687,0.09,-0.777,954.48,50.3
2024-01-02T08:42:53.488000+00:00,2024-01-02T08:43:24.474000+00:00,1,2074.055,2073.798,zone_reverse,5,0.25,-0.257,0.09,-0.347,954.13,31.0
2024-01-02T08:44:41.923000+00:00,2024-01-02T08:45:12.678000+00:00,1,2074.495,2073.728,zone_reverse,9,0.36,-0.767,0.09,-0.857,953.28,30.8
2024-01-02T08:45:35.036000+00:00,2024-01-02T08:46:00.286000+00:00,-1,2073.505,2073.865,zone_reverse,5,0.36,-0.36,0.09,-0.45,952.83,25.2
2024-01-02T08:47:36.015000+00:00,2024-01-02T08:48:22.235000+00:00,1,2073.975,2073.075,zone_reverse,5,0.33,-0.9,0.09,-0.99,951.84,46.2
2024-01-02T08:49:23.377000+00:00,2024-01-02T08:50:07.359000+00:00,1,2073.665,2072.845,zone_reverse,5,0.32,-0.82,0.09,-0.91,950.93,44.0
2024-01-02T08:51:10.145000+00:00,2024-01-02T08:51:53.016000+00:00,1,2073.375,2072.865,zone_reverse,7,0.31,-0.51,0.09,-0.6,950.33,42.9
2024-01-02T08:52:35.278000+00:00,2024-01-02T08:53:06.842000+00:00,1,2072.945,2072.575,zone_reverse,5,0.28,-0.37,0.09,-0.46,949.87,31.6
2024-01-02T08:53:21.182000+00:00,2024-01-02T08:53:43.566000+00:00,-1,2072.545,2073.005,zone_reverse,5,0.28,-0.46,0.09,-0.55,949.32,22.4
2024-01-02T08:54:15.469000+00:00,2024-01-02T08:54:50.686000+00:00,1,2073.205,2072.925,zone_reverse,7,0.29,-0.28,0.09,-0.37,948.95,35.2
2024-01-02T08:55:28.620000+00:00,2024-01-02T08:56:22.523000+00:00,-1,2072.635,2073.105,zone_reverse,5,0.3,-0.47,0.09,-0.56,948.39,53.9
2024-01-02T09:00:19.101000+00:00,2024-01-02T09:01:40.389000+00:00,1,2073.795,2074.135,zone_reverse,7,0.3,0.34,0.09,0.25,948.64,81.3
2024-01-02T09:02:44.616000+00:00,2024-01-02T09:03:44.096000+00:00,-1,2074.145,2074.455,zone_reverse,5,0.28,-0.31,0.09,-0.4,948.24,59.5
2024-01-02T09:05:49.243000+00:00,2024-01-02T09:06:58.867000+00:00,1,2074.535,2074.155,zone_reverse,5,0.25,-0.38,0.09,-0.47,947.77,69.6
2024-01-02T09:08:15.764000+00:00,2024-01-02T09:08:42.805000+00:00,1,2074.815,2074.845,zone_reverse,8,0.22,0.03,0.09,-0.06,947.71,27.0
2024-01-02T09:09:29.795000+00:00,2024-01-02T09:10:01.832000+00:00,1,2075.115,2074.845,zone_reverse,5,0.29,-0.27,0.09,-0.36,947.35,32.0
2024-01-02T09:10:26.034000+00:00,2024-01-02T09:11:05.215000+00:00,-1,2074.645,2075.225,zone_reverse,5,0.29,-0.58,0.09,-0.67,946.68,39.2
2024-01-02T09:11:18.652000+00:00,2024-01-02T09:11:24.709000+00:00,1,2075.305,2075.245,zone_reverse,6,0.197,-0.06,0.09,-0.15,946.53,6.1
2024-01-02T09:12:44.425000+00:00,2024-01-02T09:13:04.295000+00:00,-1,2074.935,2075.265,zone_reverse,7,0.32,-0.33,0.09,-0.42,946.11,19.9
2024-01-02T09:14:03.927000+00:00,2024-01-02T09:14:52.622000+00:00,-1,2074.535,2074.755,zone_reverse,8,0.32,-0.22,0.09,-0.31,945.8,48.7
2024-01-02T09:15:19.195000+00:00,2024-01-02T09:16:03.905000+00:00,1,2074.985,2074.635,zone_reverse,5,0.31,-0.35,0.09,-0.44,945.36,44.7
2024-01-02T09:17:40.119000+00:00,2024-01-02T09:18:07.399000+00:00,1,2075.675,2075.255,zone_reverse,8,0.29,-0.42,0.09,-0.51,944.85,27.3
2024-01-02T09:18:17.147000+00:00,2024-01-02T09:18:38.797000+00:00,-1,2075.135,2075.255,zone_reverse,5,0.29,-0.12,0.09,-0.21,944.64,21.6
2024-01-02T09:20:18.838000+00:00,2024-01-02T09:20:28.885000+00:00,1,2075.475,2075.148,zone_reverse,7,0.327,-0.327,0.09,-0.417,944.22,10.0
2024-01-02T09:21:42.948000+00:00,2024-01-02T09:22:02.926000+00:00,-1,2074.975,2075.315,zone_reverse,5,0.33,-0.34,0.09,-0.43,943.79,20.0
2024-01-02T09:22:28.627000+00:00,2024-01-02T09:22:47.010000+00:00,-1,2074.865,2075.155,zone_reverse,5,0.32,-0.29,0.09,-0.38,943.41,18.4
2024-01-02T09:24:12.137000+00:00,2024-01-02T09:24:29.654000+00:00,-1,2073.884,2074.275,zone_reverse,10,0.371,-0.391,0.09,-0.481,942.93,17.5
2024-01-02T09:24:55.532000+00:00,2024-01-02T09:25:19.719000+00:00,1,2074.675,2074.115,zone_reverse,9,0.32,-0.56,0.09,-0.65,942.28,24.2
2024-01-02T09:25:31.187000+00:00,2024-01-02T09:26:00.863000+00:00,1,2074.785,2074.735,zone_reverse,6,0.33,-0.05,0.09,-0.14,942.14,29.7
2024-01-02T09:27:08.355000+00:00,2024-01-02T09:27:44.188000+00:00,-1,2074.425,2074.945,zone_reverse,6,0.34,-0.52,0.09,-0.61,941.53,35.8
2024-01-02T09:28:40.054000+00:00,2024-01-02T09:29:17.073000+00:00,1,2075.005,2074.665,zone_reverse,5,0.3,-0.34,0.09,-0.43,941.1,37.0
2024-01-02T09:29:57.855000+00:00,2024-01-02T09:30:29.855000+00:00,-1,2074.555,2075.115,zone_reverse,5,0.29,-0.56,0.09,-0.65,940.45,32.0
2024-01-02T09:30:33.428000+00:00,2024-01-02T09:31:05.690000+00:00,1,2075.255,2075.005,zone_reverse,6,0.3,-0.25,0.09,-0.34,940.11,32.3
2024-01-02T09:33:24.280000+00:00,2024-01-02T09:33:35.308000+00:00,-1,2075.548,2075.855,zone_reverse,6,0.247,-0.307,0.09,-0.397,939.71,11.0
2024-01-02T09:34:32.868000+00:00,2024-01-02T09:35:12.789000+00:00,1,2076.175,2076.465,zone_reverse,6,0.347,0.29,0.09,0.2,939.91,39.9
2024-01-02T09:35:48.174000+00:00,2024-01-02T09:36:04.766000+00:00,-1,2076.325,2076.725,zone_reverse,5,0.32,-0.4,0.09,-0.49,939.42,16.6
2024-01-02T09:36:30.517000+00:00,2024-01-02T09:36:56.917000+00:00,1,2076.795,2076.535,zone_reverse,5,0.31,-0.26,0.09,-0.35,939.07,26.4
2024-01-02T09:37:42.268000+00:00,2024-01-02T09:38:06.366000+00:00,1,2077.465,2077.795,zone_reverse,7,0.32,0.33,0.09,0.24,939.31,24.1
2024-01-02T09:38:31.085000+00:00,2024-01-02T09:39:28.809000+00:00,-1,2077.735,2078.935,zone_reverse,7,0.3,-1.2,0.09,-1.29,938.02,57.7
2024-01-02T09:40:34.880000+00:00,2024-01-02T09:41:17.253000+00:00,-1,2078.035,2078.215,zone_reverse,6,0.31,-0.18,0.09,-0.27,937.75,42.4
2024-01-02T09:41:36.323000+00:00,2024-01-02T09:41:55.975000+00:00,-1,2077.845,2078.225,zone_reverse,6,0.3,-0.38,0.09,-0.47,937.28,19.7
2024-01-02T09:42:35.327000+00:00,2024-01-02T09:42:48.052000+00:00,-1,2077.635,2077.895,zone_reverse,7,0.32,-0.26,0.09,-0.35,936.93,12.7
2024-01-02T09:43:31.927000+00:00,2024-01-02T09:44:00.258000+00:00,1,2078.335,2077.785,zone_reverse,6,0.34,-0.55,0.09,-0.64,936.29,28.3
2024-01-02T09:44:24.186000+00:00,2024-01-02T09:45:06.191000+00:00,1,2078.275,2078.215,zone_reverse,5,0.35,-0.06,0.09,-0.15,936.14,42.0
2024-01-02T09:46:16.125000+00:00,2024-01-02T09:46:39.110000+00:00,-1,2077.715,2078.345,zone_reverse,5,0.31,-0.63,0.09,-0.72,935.42,23.0
2024-01-02T09:47:20.764000+00:00,2024-01-02T09:47:55.934000+00:00,1,2078.812,2078.665,zone_reverse,7,0.378,-0.147,0.09,-0.237,935.18,35.2
