entry_time,exit_time,direction,entry,exit,pnl,bars
2025-12-12 08:31,2025-12-12 08:45,LONG,4342.958,4339.675,-3.483,14
2025-12-12 08:57,2025-12-12 09:17,LONG,4339.065,4339.905,0.64,20
2025-12-12 09:27,2025-12-12 09:31,LONG,4342.455,4335.705,-6.95,4
2025-12-12 09:41,2025-12-12 10:03,LONG,4343.698,4344.955,1.057,22
2025-12-12 10:11,2025-12-12 10:15,LONG,4348.755,4343.059,-5.896,4
2025-12-12 10:52,2025-12-12 11:15,SHORT,4312.355,4286.075,26.08,23
2025-12-12 11:35,2025-12-12 11:48,SHORT,4279.545,4276.965,2.38,13
2025-12-12 12:07,2025-12-12 12:17,SHORT,4274.565,4279.175,-4.81,10
2025-12-12 13:05,2025-12-12 13:23,LONG,4295.755,4297.499,1.544,18
2025-12-12 13:34,2025-12-12 13:43,LONG,4299.765,4296.855,-3.11,9
2025-12-12 13:55,2025-12-12 13:58,LONG,4295.215,4292.155,-3.26,3
2025-12-12 13:59,2025-12-12 14:02,LONG,4295.375,4292.195,-3.38,3
2025-12-12 14:42,2025-12-12 14:43,LONG,4296.365,4295.115,-1.45,1
2025-12-12 14:44,2025-12-12 14:53,LONG,4296.315,4295.325,-1.19,9
2025-12-12 14:55,2025-12-12 14:59,LONG,4296.775,4296.265,-0.71,4
2025-12-12 15:03,2025-12-12 15:18,LONG,4296.685,4297.929,1.044,15
2025-12-12 16:00,2025-12-12 16:11,LONG,4299.135,4298.785,-0.55,11
2025-12-12 16:14,2025-12-12 16:17,LONG,4299.975,4299.095,-1.08,3
2025-12-12 16:18,2025-12-12 16:44,LONG,4299.545,4301.765,2.02,26
2025-12-14 18:05,2025-12-14 18:18,LONG,4302.695,4302.265,-0.63,13
2025-12-14 18:21,2025-12-14 18:40,LONG,4303.198,4303.398,-0.0,19
2025-12-14 18:46,2025-12-14 18:48,LONG,4305.845,4304.825,-1.22,2
2025-12-14 18:55,2025-12-14 18:58,LONG,4305.575,4302.415,-3.36,3
2025-12-14 19:03,2025-12-14 19:05,LONG,4306.185,4303.055,-3.33,2
2025-12-14 19:55,2025-12-14 20:12,LONG,4305.455,4306.245,0.59,17
2025-12-14 20:14,2025-12-14 21:13,LONG,4311.595,4321.805,10.01,59
2025-12-14 21:28,2025-12-14 21:51,LONG,4323.305,4326.005,2.5,23
2025-12-14 22:02,2025-12-14 22:12,LONG,4327.885,4326.295,-1.79,10
2025-12-14 22:50,2025-12-14 22:51,LONG,4327.285,4326.865,-0.62,1
2025-12-14 22:52,2025-12-14 22:54,LONG,4327.175,4326.675,-0.7,2
2025-12-14 23:06,2025-12-14 23:27,LONG,4326.975,4327.075,-0.1,21
2025-12-14 23:49,2025-12-14 23:50,SHORT,4324.975,4326.005,-1.23,1
2025-12-14 23:59,2025-12-15 00:03,SHORT,4325.885,4326.845,-1.16,4
2025-12-15 00:10,2025-12-15 00:17,SHORT,4326.005,4326.885,-1.08,7
2025-12-15 01:15,2025-12-15 01:31,LONG,4342.745,4342.725,-0.22,16
2025-12-15 01:32,2025-12-15 01:35,LONG,4343.395,4343.085,-0.51,3
2025-12-15 01:37,2025-12-15 01:54,LONG,4344.505,4344.685,-0.02,17
2025-12-15 02:18,2025-12-15 02:33,LONG,4343.575,4342.595,-1.18,15
2025-12-15 03:00,2025-12-15 03:02,SHORT,4338.975,4340.698,-1.923,2
2025-12-15 03:03,2025-12-15 03:05,SHORT,4338.635,4340.515,-2.08,2
2025-12-15 04:12,2025-12-15 04:21,LONG,4346.585,4346.315,-0.47,9
2025-12-15 04:29,2025-12-15 04:37,LONG,4347.015,4345.345,-1.87,8
2025-12-15 05:13,2025-12-15 05:19,SHORT,4342.955,4344.225,-1.47,6
2025-12-15 05:31,2025-12-15 05:48,SHORT,4341.495,4340.675,0.62,17
2025-12-15 05:58,2025-12-15 06:13,SHORT,4339.479,4338.495,0.784,15
2025-12-15 06:18,2025-12-15 06:20,SHORT,4335.835,4338.415,-2.78,2
2025-12-15 06:38,2025-12-15 06:40,SHORT,4339.345,4340.505,-1.36,2
2025-12-15 06:44,2025-12-15 06:48,SHORT,4339.545,4340.935,-1.59,4
2025-12-15 07:11,2025-12-15 07:17,LONG,4344.255,4343.355,-1.1,6
2025-12-15 07:19,2025-12-15 07:22,LONG,4344.015,4343.215,-1.0,3
2025-12-15 07:24,2025-12-15 07:40,LONG,4344.085,4345.205,0.92,16
2025-12-15 07:52,2025-12-15 07:58,LONG,4346.635,4343.815,-3.02,6
2025-12-15 08:36,2025-12-15 08:39,SHORT,4337.155,4340.845,-3.89,3
2025-12-15 08:45,2025-12-15 08:46,SHORT,4338.165,4340.135,-2.17,1
2025-12-15 08:55,2025-12-15 09:35,SHORT,4339.545,4326.595,12.75,40
2025-12-15 09:48,2025-12-15 10:08,SHORT,4325.005,4323.625,1.18,20
2025-12-15 10:20,2025-12-15 10:23,SHORT,4314.045,4326.515,-12.67,3
2025-12-15 10:25,2025-12-15 10:33,SHORT,4318.555,4320.455,-2.1,8
2025-12-15 10:40,2025-12-15 10:42,SHORT,4319.025,4321.065,-2.24,2
2025-12-15 10:58,2025-12-15 11:45,SHORT,4320.245,4296.355,23.69,47
2025-12-15 12:02,2025-12-15 12:12,SHORT,4295.375,4298.775,-3.6,10
2025-12-15 12:17,2025-12-15 12:23,SHORT,4295.565,4297.675,-2.31,6
2025-12-15 12:55,2025-12-15 12:58,LONG,4304.325,4303.275,-1.25,3
2025-12-15 13:00,2025-12-15 13:02,LONG,4304.245,4301.565,-2.88,2
2025-12-15 13:09,2025-12-15 13:13,LONG,4303.835,4302.025,-2.01,4
2025-12-15 13:19,2025-12-15 13:23,LONG,4304.185,4302.045,-2.34,4
2025-12-15 13:30,2025-12-15 13:53,LONG,4305.335,4308.845,3.31,23
2025-12-15 13:54,2025-12-15 14:11,LONG,4309.565,4313.438,3.673,17
2025-12-15 14:20,2025-12-15 14:21,LONG,4313.925,4313.008,-1.117,1
2025-12-15 14:43,2025-12-15 15:02,LONG,4310.585,4311.745,0.96,19
2025-12-15 15:09,2025-12-15 15:10,LONG,4313.075,4312.558,-0.717,1
2025-12-15 15:58,2025-12-15 16:13,SHORT,4304.875,4304.885,-0.21,15
2025-12-15 16:19,2025-12-15 16:21,SHORT,4303.305,4304.435,-1.33,2
2025-12-15 16:24,2025-12-15 16:31,SHORT,4303.285,4303.975,-0.89,7
2025-12-15 16:35,2025-12-15 16:51,SHORT,4303.268,4302.438,0.63,16
2025-12-15 16:52,2025-12-15 16:54,SHORT,4302.058,4304.258,-2.4,2
2025-12-15 18:10,2025-12-15 18:16,SHORT,4305.398,4306.788,-1.59,6
2025-12-15 18:16,2025-12-15 18:30,LONG,4306.788,4307.298,0.31,14
2025-12-15 18:36,2025-12-15 18:38,LONG,4307.565,4306.945,-0.82,2
2025-12-15 18:56,2025-12-15 18:57,LONG,4306.535,4305.665,-1.07,1
2025-12-15 19:23,2025-12-15 19:26,LONG,4306.945,4306.065,-1.08,3
2025-12-15 19:27,2025-12-15 19:50,LONG,4308.005,4309.295,1.09,23
2025-12-15 20:48,2025-12-15 20:50,LONG,4314.965,4311.655,-3.51,2
2025-12-15 21:04,2025-12-15 21:23,LONG,4310.825,4308.865,-2.16,19
2025-12-15 21:28,2025-12-15 21:34,LONG,4310.735,4309.775,-1.16,6
2025-12-15 21:48,2025-12-15 22:26,SHORT,4306.915,4287.035,19.68,38
2025-12-15 22:38,2025-12-15 22:49,SHORT,4285.695,4287.555,-2.06,11
2025-12-15 23:04,2025-12-15 23:22,SHORT,4287.405,4288.445,-1.24,18
2025-12-15 23:44,2025-12-15 23:49,SHORT,4289.535,4290.175,-0.84,5
2025-12-15 23:50,2025-12-16 00:03,SHORT,4289.305,4289.175,-0.07,13
2025-12-16 00:05,2025-12-16 00:06,SHORT,4288.335,4290.015,-1.88,1
2025-12-16 00:12,2025-12-16 00:43,SHORT,4287.875,4278.735,8.94,31
2025-12-16 01:34,2025-12-16 01:51,LONG,4288.875,4289.455,0.38,17
2025-12-16 03:40,2025-12-16 03:42,SHORT,4277.265,4280.135,-3.07,2
2025-12-16 04:43,2025-12-16 04:45,SHORT,4281.555,4282.515,-1.16,2
2025-12-16 04:46,2025-12-16 05:00,SHORT,4281.275,4280.275,0.8,14
2025-12-16 05:09,2025-12-16 05:21,SHORT,4278.535,4279.295,-0.96,12
2025-12-16 05:30,2025-12-16 05:44,SHORT,4277.505,4277.955,-0.65,14
2025-12-16 05:52,2025-12-16 06:02,SHORT,4277.325,4278.148,-1.023,10
2025-12-16 06:04,2025-12-16 06:22,SHORT,4275.765,4276.835,-1.27,18
2025-12-16 06:27,2025-12-16 06:29,SHORT,4274.185,4277.265,-3.28,2
2025-12-16 06:40,2025-12-16 06:51,SHORT,4276.915,4276.825,-0.11,11
2025-12-16 07:42,2025-12-16 08:03,LONG,4291.435,4291.675,0.04,21
2025-12-16 08:07,2025-12-16 08:18,LONG,4293.965,4294.425,0.26,11
2025-12-16 08:21,2025-12-16 08:45,LONG,4297.878,4304.025,5.947,24
2025-12-16 09:48,2025-12-16 10:00,LONG,4328.975,4324.305,-4.87,12
2025-12-16 10:05,2025-12-16 10:14,LONG,4329.378,4324.665,-4.913,9
2025-12-16 10:46,2025-12-16 10:56,LONG,4325.475,4323.375,-2.3,10
2025-12-16 11:29,2025-12-16 11:48,SHORT,4307.865,4298.625,9.04,19
2025-12-16 12:26,2025-12-16 12:32,SHORT,4302.935,4305.885,-3.15,6
2025-12-16 12:41,2025-12-16 12:47,SHORT,4303.315,4305.585,-2.47,6
2025-12-16 12:51,2025-12-16 12:55,SHORT,4303.905,4305.515,-1.81,4
2025-12-16 12:56,2025-12-16 13:08,SHORT,4303.295,4305.215,-2.12,12
2025-12-16 13:12,2025-12-16 13:26,SHORT,4300.855,4302.965,-2.31,14
2025-12-16 14:17,2025-12-16 14:26,LONG,4308.115,4303.415,-4.9,9
2025-12-16 14:32,2025-12-16 14:57,LONG,4308.125,4310.848,2.523,25
2025-12-16 15:06,2025-12-16 15:14,LONG,4312.885,4311.505,-1.58,8
2025-12-16 15:26,2025-12-16 15:32,LONG,4311.055,4309.725,-1.53,6
2025-12-16 15:44,2025-12-16 15:51,LONG,4310.435,4308.405,-2.23,7
2025-12-16 15:51,2025-12-16 16:30,SHORT,4308.405,4301.955,6.25,39
2025-12-16 16:32,2025-12-16 16:34,SHORT,4301.195,4301.615,-0.62,2
2025-12-16 16:53,2025-12-16 18:03,SHORT,4302.625,4303.438,-1.013,10
2025-12-16 19:01,2025-12-16 19:31,LONG,4307.985,4312.245,4.06,30
2025-12-16 19:39,2025-12-16 19:45,LONG,4313.585,4312.325,-1.46,6
2025-12-16 19:50,2025-12-16 20:00,LONG,4313.365,4312.895,-0.67,10
2025-12-16 20:01,2025-12-16 20:03,LONG,4315.365,4312.865,-2.7,2
2025-12-16 20:04,2025-12-16 20:21,LONG,4314.725,4314.435,-0.49,17
2025-12-16 20:30,2025-12-16 21:04,LONG,4316.815,4323.285,6.27,34
2025-12-16 21:19,2025-12-16 21:22,LONG,4323.085,4320.405,-2.88,3
2025-12-16 21:31,2025-12-16 21:32,LONG,4322.535,4319.855,-2.88,1
2025-12-16 22:10,2025-12-16 22:17,SHORT,4314.275,4316.995,-2.92,7
2025-12-16 23:10,2025-12-16 23:21,LONG,4323.445,4323.555,-0.09,11
2025-12-16 23:39,2025-12-17 00:02,LONG,4326.285,4328.358,1.873,23
2025-12-17 00:07,2025-12-17 00:08,LONG,4330.125,4328.505,-1.82,1
2025-12-17 00:10,2025-12-17 00:29,LONG,4331.485,4332.005,0.32,19
2025-12-17 00:36,2025-12-17 00:53,LONG,4336.265,4337.415,0.95,17
2025-12-17 01:10,2025-12-17 01:18,LONG,4335.655,4334.775,-1.08,8
2025-12-17 01:19,2025-12-17 01:20,LONG,4335.775,4334.925,-1.05,1
2025-12-17 01:51,2025-12-17 02:29,SHORT,4327.985,4322.945,4.84,38
2025-12-17 02:40,2025-12-17 03:01,SHORT,4321.755,4318.715,2.84,21
2025-12-17 03:02,2025-12-17 03:03,SHORT,4317.565,4319.225,-1.86,1
2025-12-17 03:04,2025-12-17 03:20,SHORT,4316.355,4315.945,0.21,16
2025-12-17 03:36,2025-12-17 03:38,SHORT,4314.895,4316.175,-1.48,2
2025-12-17 03:45,2025-12-17 03:49,SHORT,4314.945,4318.025,-3.28,4
2025-12-17 04:19,2025-12-17 04:21,LONG,4321.335,4319.055,-2.48,2
2025-12-17 04:28,2025-12-17 04:35,LONG,4321.015,4320.095,-1.12,7
2025-12-17 04:43,2025-12-17 04:45,LONG,4320.365,4319.135,-1.43,2
2025-12-17 04:46,2025-12-17 04:49,LONG,4320.815,4319.629,-1.386,3
2025-12-17 04:52,2025-12-17 04:56,LONG,4320.878,4319.295,-1.783,4
2025-12-17 05:46,2025-12-17 05:47,SHORT,4313.135,4315.865,-2.93,1
2025-12-17 06:11,2025-12-17 06:16,SHORT,4317.389,4319.095,-1.906,5
2025-12-17 06:31,2025-12-17 06:33,LONG,4317.948,4316.085,-2.063,2
2025-12-17 06:42,2025-12-17 06:50,SHORT,4316.445,4317.605,-1.36,8
2025-12-17 06:57,2025-12-17 07:05,SHORT,4316.215,4317.155,-1.14,8
2025-12-17 07:09,2025-12-17 07:16,SHORT,4316.545,4317.575,-1.23,7
2025-12-17 08:52,2025-12-17 09:11,LONG,4338.695,4339.225,0.33,19
2025-12-17 09:27,2025-12-17 10:19,LONG,4330.948,4336.715,5.567,52
2025-12-17 10:24,2025-12-17 10:25,LONG,4342.285,4339.098,-3.387,1
2025-12-17 10:29,2025-12-17 10:37,LONG,4343.235,4336.505,-6.93,8
2025-12-17 11:19,2025-12-17 11:30,SHORT,4324.438,4326.505,-2.267,11
2025-12-17 11:58,2025-12-17 12:01,LONG,4334.235,4332.385,-2.05,3
2025-12-17 12:11,2025-12-17 12:46,LONG,4333.605,4338.615,4.81,35
2025-12-17 12:50,2025-12-17 12:51,LONG,4339.825,4337.735,-2.29,1
2025-12-17 12:58,2025-12-17 13:15,LONG,4340.845,4342.915,1.87,17
2025-12-17 13:31,2025-12-17 13:34,LONG,4342.825,4339.275,-3.75,3
2025-12-17 15:39,2025-12-17 15:40,LONG,4340.715,4340.245,-0.67,1
2025-12-17 15:41,2025-12-17 15:54,LONG,4341.285,4339.755,-1.73,13
2025-12-17 16:05,2025-12-17 16:29,LONG,4343.025,4344.445,1.22,24
2025-12-17 18:05,2025-12-17 18:21,SHORT,4338.748,4337.415,1.133,16
2025-12-17 18:25,2025-12-17 18:28,SHORT,4337.205,4338.325,-1.32,3
2025-12-17 19:43,2025-12-17 20:01,SHORT,4337.645,4335.945,1.5,18
2025-12-17 20:03,2025-12-17 20:35,SHORT,4333.775,4326.965,6.61,32
2025-12-17 20:37,2025-12-17 20:40,SHORT,4325.635,4326.585,-1.15,3
2025-12-17 20:46,2025-12-17 20:49,SHORT,4324.805,4326.805,-2.2,3
2025-12-17 21:12,2025-12-17 21:17,SHORT,4331.095,4333.235,-2.34,5
2025-12-17 22:06,2025-12-17 22:07,LONG,4332.895,4331.925,-1.17,1
2025-12-17 22:08,2025-12-17 22:25,LONG,4333.585,4332.515,-1.27,17
2025-12-17 22:32,2025-12-17 22:37,LONG,4335.175,4333.495,-1.88,5
2025-12-17 22:43,2025-12-17 22:45,LONG,4334.415,4331.995,-2.62,2
2025-12-17 23:02,2025-12-17 23:08,SHORT,4332.705,4333.025,-0.52,6
2025-12-17 23:09,2025-12-17 23:24,SHORT,4332.485,4331.415,0.87,15
2025-12-17 23:30,2025-12-17 23:36,SHORT,4330.225,4331.145,-1.12,6
2025-12-17 23:37,2025-12-17 23:48,SHORT,4329.565,4330.565,-1.2,11
2025-12-18 00:27,2025-12-18 00:31,LONG,4336.035,4334.725,-1.51,4
2025-12-18 00:44,2025-12-18 00:55,LONG,4336.425,4333.935,-2.69,11
2025-12-18 02:02,2025-12-18 02:05,SHORT,4333.205,4334.465,-1.46,3
2025-12-18 02:57,2025-12-18 02:58,LONG,4333.575,4333.025,-0.75,1
2025-12-18 03:29,2025-12-18 03:38,SHORT,4326.598,4327.935,-1.537,9
2025-12-18 03:44,2025-12-18 03:45,SHORT,4327.025,4328.235,-1.41,1
2025-12-18 03:53,2025-12-18 04:05,SHORT,4327.215,4328.125,-1.11,12
2025-12-18 04:10,2025-12-18 04:17,SHORT,4326.145,4327.105,-1.16,7
2025-12-18 04:22,2025-12-18 04:33,SHORT,4325.655,4326.615,-1.16,11
2025-12-18 04:35,2025-12-18 04:47,SHORT,4324.445,4323.935,0.31,12
2025-12-18 04:49,2025-12-18 05:00,SHORT,4323.075,4323.245,-0.37,11
2025-12-18 05:21,2025-12-18 05:23,SHORT,4323.775,4324.805,-1.23,2
2025-12-18 05:24,2025-12-18 05:25,SHORT,4324.225,4324.565,-0.54,1
2025-12-18 05:26,2025-12-18 05:36,SHORT,4323.955,4324.965,-1.21,10
2025-12-18 06:42,2025-12-18 06:55,LONG,4326.405,4326.015,-0.59,13
2025-12-18 07:59,2025-12-18 08:01,SHORT,4321.275,4323.045,-1.97,2
2025-12-18 08:04,2025-12-18 08:17,SHORT,4321.175,4320.195,0.78,13
2025-12-18 09:03,2025-12-18 09:12,LONG,4339.955,4336.145,-4.01,9
2025-12-18 09:19,2025-12-18 09:20,LONG,4337.485,4335.658,-2.027,1
2025-12-18 09:32,2025-12-18 09:36,LONG,4338.045,4329.805,-8.44,4
2025-12-18 10:15,2025-12-18 10:25,SHORT,4330.455,4331.975,-1.72,10
2025-12-18 10:49,2025-12-18 10:52,LONG,4339.925,4337.375,-2.75,3
2025-12-18 10:53,2025-12-18 10:54,LONG,4338.935,4336.265,-2.87,1
2025-12-18 11:01,2025-12-18 11:31,LONG,4337.755,4365.475,27.52,30
2025-12-18 11:37,2025-12-18 11:43,LONG,4370.375,4367.405,-3.17,6
2025-12-18 12:49,2025-12-18 13:00,SHORT,4334.745,4333.135,1.41,11
2025-12-18 13:20,2025-12-18 13:33,SHORT,4333.285,4336.525,-3.44,13
2025-12-18 14:03,2025-12-18 14:09,SHORT,4329.115,4330.445,-1.53,6
2025-12-18 14:14,2025-12-18 14:17,SHORT,4328.385,4330.605,-2.42,3
2025-12-18 14:27,2025-12-18 14:29,SHORT,4329.785,4332.385,-2.8,2
2025-12-18 14:38,2025-12-18 15:01,SHORT,4330.415,4327.895,2.32,23
2025-12-18 16:32,2025-12-18 16:46,SHORT,4331.375,4331.875,-0.7,14
2025-12-18 18:00,2025-12-18 18:01,SHORT,4331.698,4333.898,-2.4,1
2025-12-18 18:23,2025-12-18 18:29,LONG,4335.848,4333.888,-2.16,6
2025-12-18 18:41,2025-12-18 18:43,LONG,4334.855,4333.815,-1.24,2
2025-12-18 18:48,2025-12-18 19:00,LONG,4334.695,4334.845,-0.05,12
2025-12-18 19:41,2025-12-18 19:53,SHORT,4330.665,4329.525,0.94,12
2025-12-18 20:00,2025-12-18 20:12,SHORT,4325.875,4326.255,-0.58,12
2025-12-18 20:21,2025-12-18 20:39,SHORT,4323.665,4317.135,6.33,18
2025-12-18 21:14,2025-12-18 21:30,SHORT,4323.985,4324.365,-0.58,16
2025-12-18 21:30,2025-12-18 21:36,LONG,4324.365,4320.145,-4.42,6
2025-12-18 22:00,2025-12-18 22:09,SHORT,4316.455,4316.105,0.15,9
2025-12-18 22:22,2025-12-18 22:26,SHORT,4314.158,4317.345,-3.387,4
2025-12-18 22:38,2025-12-18 22:46,SHORT,4317.235,4319.915,-2.88,8
2025-12-18 22:49,2025-12-18 22:54,SHORT,4318.635,4319.695,-1.26,5
2025-12-19 00:28,2025-12-19 00:57,LONG,4319.495,4325.305,5.61,29
2025-12-19 01:04,2025-12-19 01:14,LONG,4326.285,4325.565,-0.92,10
2025-12-19 01:15,2025-12-19 01:31,LONG,4327.185,4325.885,-1.5,16
2025-12-19 01:51,2025-12-19 02:01,LONG,4324.865,4323.535,-1.53,10
2025-12-19 02:11,2025-12-19 02:20,LONG,4325.395,4324.705,-0.89,9
2025-12-19 02:28,2025-12-19 02:40,LONG,4326.085,4326.458,0.173,12
2025-12-19 03:13,2025-12-19 03:17,SHORT,4322.375,4324.115,-1.94,4
2025-12-19 03:51,2025-12-19 03:57,LONG,4327.915,4326.595,-1.52,6
2025-12-19 04:12,2025-12-19 04:31,LONG,4326.235,4326.155,-0.28,19
2025-12-19 04:33,2025-12-19 04:35,LONG,4327.695,4326.385,-1.51,2
2025-12-19 04:41,2025-12-19 04:53,LONG,4328.225,4328.735,0.31,12
2025-12-19 05:01,2025-12-19 05:18,LONG,4329.825,4328.685,-1.34,17
2025-12-19 06:04,2025-12-19 06:05,SHORT,4327.275,4328.255,-1.18,1
2025-12-19 06:06,2025-12-19 06:18,SHORT,4327.315,4327.845,-0.73,12
2025-12-19 06:24,2025-12-19 06:31,SHORT,4326.385,4327.655,-1.47,7
2025-12-19 06:32,2025-12-19 06:42,SHORT,4326.835,4326.815,-0.18,10
2025-12-19 07:27,2025-12-19 07:28,SHORT,4323.425,4326.435,-3.21,1
2025-12-19 07:33,2025-12-19 07:36,SHORT,4324.675,4325.075,-0.6,3
2025-12-19 07:49,2025-12-19 07:59,SHORT,4325.015,4326.345,-1.53,10
2025-12-19 08:29,2025-12-19 08:36,LONG,4332.125,4331.665,-0.66,7
2025-12-19 08:40,2025-12-19 08:41,LONG,4332.755,4331.945,-1.01,1
2025-12-19 09:06,2025-12-19 09:11,LONG,4331.485,4327.665,-4.02,5
2025-12-19 09:21,2025-12-19 09:22,LONG,4329.695,4328.455,-1.44,1
2025-12-19 09:56,2025-12-19 10:26,LONG,4331.235,4340.295,8.86,30
2025-12-19 10:47,2025-12-19 11:12,LONG,4342.945,4344.905,1.76,25
2025-12-19 11:29,2025-12-19 11:40,LONG,4346.208,4346.165,-0.243,11
2025-12-19 11:48,2025-12-19 11:49,LONG,4346.985,4345.585,-1.6,1
2025-12-19 11:51,2025-12-19 11:56,LONG,4346.655,4345.035,-1.82,5
2025-12-19 11:58,2025-12-19 12:14,LONG,4348.055,4348.995,0.74,16
2025-12-19 12:21,2025-12-19 12:23,LONG,4350.595,4348.205,-2.59,2
2025-12-19 12:26,2025-12-19 12:36,LONG,4351.918,4350.505,-1.613,10
2025-12-19 12:38,2025-12-19 12:39,LONG,4351.995,4350.355,-1.84,1
2025-12-19 12:40,2025-12-19 13:02,LONG,4351.295,4351.975,0.48,22
2025-12-19 13:08,2025-12-19 13:19,LONG,4353.815,4352.985,-1.03,11
2025-12-19 13:20,2025-12-19 13:24,LONG,4353.278,4352.875,-0.603,4
2025-12-19 13:25,2025-12-19 13:31,LONG,4354.615,4351.945,-2.87,6
2025-12-19 14:11,2025-12-19 14:20,SHORT,4348.205,4347.875,0.13,9
2025-12-19 14:22,2025-12-19 14:33,SHORT,4346.625,4348.015,-1.59,11
2025-12-19 14:41,2025-12-19 14:53,SHORT,4347.245,4348.055,-1.01,12
2025-12-19 14:57,2025-12-19 15:22,SHORT,4346.265,4343.975,2.09,25
2025-12-19 16:05,2025-12-19 16:11,SHORT,4337.475,4338.685,-1.41,6
2025-12-19 16:13,2025-12-19 16:16,SHORT,4338.035,4338.625,-0.79,3
2025-12-19 16:20,2025-12-19 16:37,SHORT,4337.965,4338.095,-0.33,17
2025-12-19 16:51,2025-12-19 16:55,SHORT,4337.648,4338.179,-0.731,4
2025-12-21 18:02,2025-12-21 18:04,SHORT,4337.648,4339.505,-2.057,2
2025-12-21 18:45,2025-12-21 19:10,LONG,4348.155,4357.415,9.06,25
2025-12-21 19:13,2025-12-21 19:41,LONG,4360.485,4362.805,2.12,28
2025-12-21 19:43,2025-12-21 19:45,LONG,4364.455,4361.615,-3.04,2
2025-12-21 20:00,2025-12-21 20:10,LONG,4364.835,4365.225,0.19,10
2025-12-21 20:12,2025-12-21 20:13,LONG,4370.375,4365.885,-4.69,1
2025-12-21 20:23,2025-12-21 21:05,LONG,4366.565,4382.415,15.65,42
2025-12-21 21:22,2025-12-21 21:25,LONG,4380.735,4380.125,-0.81,3
2025-12-21 21:26,2025-12-21 21:30,LONG,4381.178,4378.708,-2.67,4
2025-12-21 21:31,2025-12-21 21:37,LONG,4382.428,4380.205,-2.423,6
2025-12-21 21:44,2025-12-21 22:13,LONG,4382.045,4387.125,4.88,29
2025-12-21 22:19,2025-12-21 22:26,LONG,4387.195,4386.465,-0.93,7
2025-12-21 22:30,2025-12-21 22:42,LONG,4388.735,4388.885,-0.05,12
2025-12-21 22:43,2025-12-21 23:00,LONG,4390.485,4392.248,1.563,17
2025-12-21 23:05,2025-12-21 23:20,LONG,4394.745,4394.845,-0.1,15
2025-12-21 23:21,2025-12-21 23:23,LONG,4395.745,4393.108,-2.837,2
2025-12-21 23:27,2025-12-21 23:29,LONG,4395.235,4394.565,-0.87,2
2025-12-21 23:35,2025-12-21 23:36,LONG,4395.085,4394.265,-1.02,1
2025-12-21 23:37,2025-12-21 23:44,LONG,4394.885,4394.475,-0.61,7
2025-12-21 23:46,2025-12-22 00:02,LONG,4395.855,4397.048,0.993,16
2025-12-22 00:03,2025-12-22 00:04,LONG,4398.405,4397.545,-1.06,1
2025-12-22 00:10,2025-12-22 00:38,LONG,4398.095,4401.125,2.83,28
2025-12-22 00:49,2025-12-22 00:55,LONG,4404.385,4401.825,-2.76,6
2025-12-22 01:11,2025-12-22 01:22,LONG,4401.775,4401.479,-0.496,11
2025-12-22 01:33,2025-12-22 02:06,LONG,4402.325,4413.369,10.844,33
2025-12-22 02:22,2025-12-22 02:37,LONG,4414.518,4413.565,-1.153,15
2025-12-22 02:43,2025-12-22 02:48,LONG,4415.965,4413.645,-2.52,5
2025-12-22 03:10,2025-12-22 03:13,LONG,4413.358,4411.825,-1.733,3
2025-12-22 03:24,2025-12-22 03:27,LONG,4412.279,4410.525,-1.954,3
2025-12-22 03:27,2025-12-22 03:30,SHORT,4410.525,4413.135,-2.81,3
2025-12-22 03:35,2025-12-22 03:46,SHORT,4409.649,4410.698,-1.249,11
2025-12-22 03:49,2025-12-22 03:50,SHORT,4409.458,4409.958,-0.7,1
2025-12-22 03:51,2025-12-22 03:52,SHORT,4409.438,4409.578,-0.34,1
2025-12-22 03:53,2025-12-22 04:03,SHORT,4408.578,4408.918,-0.54,10
2025-12-22 04:37,2025-12-22 04:39,LONG,4412.448,4411.905,-0.743,2
2025-12-22 04:42,2025-12-22 04:45,LONG,4412.505,4412.025,-0.68,3
2025-12-22 04:46,2025-12-22 04:59,LONG,4413.075,4411.465,-1.81,13
2025-12-22 05:05,2025-12-22 05:18,LONG,4413.788,4413.435,-0.553,13
2025-12-22 05:19,2025-12-22 05:22,LONG,4413.915,4413.455,-0.66,3
2025-12-22 05:59,2025-12-22 06:10,SHORT,4409.118,4409.115,-0.197,11
2025-12-22 06:12,2025-12-22 06:16,SHORT,4408.298,4408.698,-0.6,4
2025-12-22 06:17,2025-12-22 06:18,SHORT,4408.298,4408.698,-0.6,1
2025-12-22 06:24,2025-12-22 06:27,SHORT,4408.148,4409.138,-1.19,3
2025-12-22 06:44,2025-12-22 06:58,SHORT,4409.408,4409.455,-0.247,14
2025-12-22 07:24,2025-12-22 07:33,SHORT,4408.965,4409.675,-0.91,9
2025-12-22 07:37,2025-12-22 07:45,SHORT,4407.865,4409.235,-1.57,8
2025-12-22 08:32,2025-12-22 08:51,LONG,4421.665,4421.005,-0.86,19
2025-12-22 09:00,2025-12-22 09:06,LONG,4423.505,4421.855,-1.85,6
2025-12-22 09:08,2025-12-22 09:28,LONG,4424.105,4425.525,1.22,20
2025-12-22 09:44,2025-12-22 09:57,LONG,4423.269,4422.958,-0.511,13
2025-12-22 11:07,2025-12-22 11:26,LONG,4435.685,4436.365,0.48,19
