entry_time,exit_time,direction,entry,exit,pnl,bars
2025-12-02 08:24,2025-12-02 08:30,LONG,4207.465,4203.465,-4.2,6
2025-12-02 08:34,2025-12-02 08:35,LONG,4206.825,4204.145,-2.88,1
2025-12-02 08:42,2025-12-02 08:46,LONG,4206.355,4203.838,-2.717,4
2025-12-02 08:51,2025-12-02 09:38,LONG,4205.738,4225.678,19.74,47
2025-12-02 09:50,2025-12-02 09:56,LONG,4222.988,4219.665,-3.523,6
2025-12-02 10:47,2025-12-02 11:09,SHORT,4187.455,4174.145,13.11,22
2025-12-02 11:12,2025-12-02 11:13,SHORT,4171.845,4173.095,-1.45,1
2025-12-02 11:18,2025-12-02 11:20,SHORT,4172.085,4176.795,-4.91,2
2025-12-02 11:54,2025-12-02 12:01,SHORT,4185.385,4191.105,-5.92,7
2025-12-02 12:13,2025-12-02 12:42,LONG,4188.585,4190.985,2.2,29
2025-12-02 12:46,2025-12-02 12:59,LONG,4194.195,4193.995,-0.4,13
2025-12-02 13:02,2025-12-02 13:10,LONG,4195.085,4193.055,-2.23,8
2025-12-02 13:21,2025-12-02 13:26,LONG,4193.885,4191.965,-2.12,5
2025-12-02 13:50,2025-12-02 13:53,SHORT,4186.815,4189.725,-3.11,3
2025-12-02 14:27,2025-12-02 14:36,LONG,4197.405,4196.265,-1.34,9
2025-12-02 14:44,2025-12-02 14:45,LONG,4196.915,4194.875,-2.24,1
2025-12-02 14:47,2025-12-02 14:57,LONG,4196.645,4194.505,-2.34,10
2025-12-02 14:58,2025-12-02 15:06,LONG,4198.555,4196.485,-2.27,8
2025-12-02 15:21,2025-12-02 15:23,LONG,4197.505,4196.345,-1.36,2
2025-12-02 15:26,2025-12-02 15:53,LONG,4197.248,4208.575,11.127,27
2025-12-02 15:59,2025-12-02 16:06,LONG,4210.255,4209.045,-1.41,7
2025-12-02 16:16,2025-12-02 16:17,LONG,4209.375,4208.585,-0.99,1
2025-12-02 16:23,2025-12-02 16:33,LONG,4209.345,4209.245,-0.3,10
2025-12-02 16:35,2025-12-02 16:42,LONG,4210.345,4209.205,-1.34,7
2025-12-02 18:45,2025-12-02 19:01,LONG,4208.515,4209.135,0.42,16
2025-12-02 19:16,2025-12-02 19:23,LONG,4210.925,4209.295,-1.83,7
2025-12-02 19:40,2025-12-02 19:53,SHORT,4208.025,4207.205,0.62,13
2025-12-02 20:17,2025-12-02 20:26,LONG,4217.945,4216.125,-2.02,9
2025-12-02 20:36,2025-12-02 20:40,LONG,4217.319,4214.925,-2.594,4
2025-12-02 20:44,2025-12-02 20:56,LONG,4216.475,4216.355,-0.32,12
2025-12-02 21:03,2025-12-02 21:22,LONG,4217.655,4220.795,2.94,19
2025-12-02 21:29,2025-12-02 21:45,LONG,4223.025,4224.865,1.64,16
2025-12-02 21:47,2025-12-02 21:56,LONG,4227.315,4225.425,-2.09,9
2025-12-02 22:02,2025-12-02 22:03,LONG,4226.525,4226.185,-0.54,1
2025-12-02 22:19,2025-12-02 22:33,LONG,4224.415,4223.285,-1.33,14
2025-12-02 22:52,2025-12-02 23:14,SHORT,4221.485,4220.205,1.08,22
2025-12-03 01:14,2025-12-03 01:16,SHORT,4206.815,4208.215,-1.6,2
2025-12-03 01:20,2025-12-03 01:24,SHORT,4206.895,4210.425,-3.73,4
2025-12-03 01:33,2025-12-03 01:49,SHORT,4206.575,4208.245,-1.87,16
2025-12-03 01:58,2025-12-03 02:07,SHORT,4207.455,4208.945,-1.69,9
2025-12-03 02:13,2025-12-03 02:38,SHORT,4207.315,4205.565,1.55,25
2025-12-03 02:47,2025-12-03 02:50,SHORT,4204.015,4205.785,-1.97,3
2025-12-03 03:06,2025-12-03 03:10,SHORT,4205.725,4207.405,-1.88,4
2025-12-03 03:16,2025-12-03 03:17,SHORT,4205.875,4206.485,-0.81,1
2025-12-03 03:20,2025-12-03 03:28,SHORT,4205.635,4206.065,-0.63,8
2025-12-03 03:35,2025-12-03 03:42,SHORT,4204.545,4205.725,-1.38,7
2025-12-03 04:23,2025-12-03 04:28,SHORT,4200.025,4200.995,-1.17,5
2025-12-03 04:43,2025-12-03 04:45,SHORT,4200.825,4201.435,-0.81,2
2025-12-03 04:48,2025-12-03 04:51,SHORT,4200.665,4201.455,-0.99,3
2025-12-03 04:54,2025-12-03 04:58,SHORT,4200.605,4201.835,-1.43,4
2025-12-03 05:04,2025-12-03 05:08,SHORT,4200.945,4201.925,-1.18,4
2025-12-03 05:09,2025-12-03 05:23,SHORT,4200.415,4198.575,1.64,14
2025-12-03 05:38,2025-12-03 05:43,SHORT,4199.848,4202.295,-2.647,5
2025-12-03 05:46,2025-12-03 05:56,SHORT,4199.755,4200.645,-1.09,10
2025-12-03 06:01,2025-12-03 06:08,SHORT,4199.018,4200.045,-1.227,7
2025-12-03 06:09,2025-12-03 06:16,SHORT,4198.965,4199.655,-0.89,7
2025-12-03 06:51,2025-12-03 07:19,LONG,4204.535,4206.825,2.09,28
2025-12-03 07:25,2025-12-03 07:49,LONG,4208.115,4211.205,2.89,24
2025-12-03 07:58,2025-12-03 08:12,LONG,4212.295,4212.655,0.16,14
2025-12-03 08:16,2025-12-03 08:36,LONG,4218.828,4217.995,-1.033,20
2025-12-03 08:40,2025-12-03 09:06,LONG,4221.025,4229.745,8.52,26
2025-12-03 09:26,2025-12-03 09:43,LONG,4227.315,4227.585,0.07,17
2025-12-03 11:16,2025-12-03 11:27,SHORT,4214.825,4216.535,-1.91,11
2025-12-03 11:45,2025-12-03 12:08,SHORT,4220.525,4206.495,13.83,23
2025-12-03 12:27,2025-12-03 12:37,SHORT,4209.275,4210.575,-1.5,10
2025-12-03 12:52,2025-12-03 12:59,SHORT,4208.855,4211.765,-3.11,7
2025-12-03 13:00,2025-12-03 13:31,SHORT,4210.835,4205.295,5.34,31
2025-12-03 13:50,2025-12-03 14:03,SHORT,4203.095,4202.725,0.17,13
2025-12-03 15:02,2025-12-03 15:03,LONG,4209.235,4208.075,-1.36,1
2025-12-03 15:04,2025-12-03 15:19,LONG,4208.935,4209.635,0.5,15
2025-12-03 15:22,2025-12-03 15:24,LONG,4211.065,4209.665,-1.6,2
2025-12-03 15:31,2025-12-03 15:34,LONG,4210.275,4207.865,-2.61,3
2025-12-03 15:38,2025-12-03 15:45,LONG,4210.225,4208.485,-1.94,7
2025-12-03 18:49,2025-12-03 18:54,SHORT,4205.245,4206.005,-0.96,5
2025-12-03 19:03,2025-12-03 19:05,SHORT,4205.205,4206.235,-1.23,2
2025-12-03 19:19,2025-12-03 19:44,LONG,4208.705,4212.875,3.97,25
2025-12-03 20:02,2025-12-03 20:04,LONG,4212.965,4206.865,-6.3,2
2025-12-03 20:12,2025-12-03 20:24,LONG,4212.295,4211.185,-1.31,12
2025-12-03 20:29,2025-12-03 20:42,LONG,4212.225,4211.865,-0.56,13
2025-12-03 20:44,2025-12-03 20:51,LONG,4213.525,4211.425,-2.3,7
2025-12-03 21:20,2025-12-03 21:24,SHORT,4203.075,4205.345,-2.47,4
2025-12-03 21:33,2025-12-03 21:52,SHORT,4203.855,4202.655,1.0,19
2025-12-03 21:59,2025-12-03 22:21,SHORT,4200.935,4195.055,5.68,22
2025-12-03 22:29,2025-12-03 22:39,SHORT,4193.125,4193.335,-0.41,10
2025-12-03 22:53,2025-12-03 22:59,SHORT,4193.795,4195.715,-2.12,6
2025-12-03 23:01,2025-12-03 23:02,SHORT,4194.795,4195.785,-1.19,1
2025-12-03 23:08,2025-12-03 23:14,SHORT,4194.795,4196.155,-1.56,6
2025-12-03 23:24,2025-12-03 23:25,SHORT,4195.415,4196.395,-1.18,1
2025-12-03 23:37,2025-12-03 23:42,LONG,4197.645,4197.375,-0.47,5
2025-12-04 00:00,2025-12-04 00:14,LONG,4196.705,4196.195,-0.71,14
2025-12-04 00:36,2025-12-04 01:02,SHORT,4193.575,4180.425,12.95,26
2025-12-04 01:14,2025-12-04 01:20,SHORT,4180.835,4184.435,-3.8,6
2025-12-04 01:28,2025-12-04 01:31,SHORT,4182.175,4183.225,-1.25,3
2025-12-04 01:52,2025-12-04 01:53,SHORT,4187.195,4188.365,-1.37,1
2025-12-04 02:07,2025-12-04 02:26,LONG,4190.765,4190.895,-0.07,19
2025-12-04 02:51,2025-12-04 03:12,LONG,4191.345,4191.835,0.29,21
2025-12-04 03:18,2025-12-04 03:26,LONG,4194.815,4193.335,-1.68,8
2025-12-04 03:27,2025-12-04 03:29,LONG,4194.825,4192.645,-2.38,2
2025-12-04 03:43,2025-12-04 03:44,LONG,4193.615,4191.565,-2.25,1
2025-12-04 04:16,2025-12-04 04:24,SHORT,4188.445,4189.455,-1.21,8
2025-12-04 05:19,2025-12-04 05:23,LONG,4201.745,4200.065,-1.88,4
2025-12-04 05:33,2025-12-04 05:39,LONG,4201.055,4199.725,-1.53,6
2025-12-04 05:45,2025-12-04 05:52,LONG,4200.955,4199.935,-1.22,7
2025-12-04 06:34,2025-12-04 06:40,LONG,4200.975,4199.035,-2.14,6
2025-12-04 06:46,2025-12-04 06:48,LONG,4200.235,4198.795,-1.64,2
2025-12-04 07:20,2025-12-04 07:46,SHORT,4197.865,4193.075,4.59,26
2025-12-04 07:48,2025-12-04 08:03,SHORT,4190.825,4192.035,-1.41,15
2025-12-04 08:06,2025-12-04 08:21,SHORT,4187.795,4190.775,-3.18,15
2025-12-04 08:33,2025-12-04 08:37,SHORT,4190.325,4194.305,-4.18,4
2025-12-04 08:42,2025-12-04 08:48,SHORT,4190.915,4192.805,-2.09,6
2025-12-04 08:52,2025-12-04 08:56,SHORT,4190.825,4193.805,-3.18,4
2025-12-04 10:28,2025-12-04 10:43,LONG,4203.295,4205.875,2.38,15
2025-12-04 10:55,2025-12-04 11:31,LONG,4206.955,4215.215,8.06,36
2025-12-04 11:49,2025-12-04 12:05,LONG,4212.525,4213.325,0.6,16
2025-12-04 12:20,2025-12-04 12:29,LONG,4212.845,4211.605,-1.44,9
2025-12-04 12:36,2025-12-04 13:02,LONG,4213.545,4215.625,1.88,26
2025-12-04 13:16,2025-12-04 13:18,LONG,4214.755,4211.975,-2.98,2
2025-12-04 13:21,2025-12-04 13:22,LONG,4213.805,4212.975,-1.03,1
2025-12-04 13:25,2025-12-04 13:26,LONG,4213.298,4212.805,-0.693,1
2025-12-04 13:27,2025-12-04 13:28,LONG,4213.395,4212.575,-1.02,1
2025-12-04 13:44,2025-12-04 13:46,SHORT,4211.148,4211.305,-0.357,2
2025-12-04 13:48,2025-12-04 14:18,SHORT,4210.715,4205.065,5.45,30
2025-12-04 14:20,2025-12-04 14:27,SHORT,4203.145,4204.165,-1.22,7
2025-12-04 14:46,2025-12-04 14:48,SHORT,4206.795,4208.348,-1.753,2
2025-12-04 14:50,2025-12-04 14:58,SHORT,4206.955,4208.705,-1.95,8
2025-12-04 15:03,2025-12-04 15:04,SHORT,4207.455,4207.845,-0.59,1
2025-12-04 15:05,2025-12-04 15:06,SHORT,4207.255,4207.975,-0.92,1
2025-12-04 15:07,2025-12-04 15:09,SHORT,4207.365,4208.245,-1.08,2
2025-12-04 15:15,2025-12-04 15:21,SHORT,4207.085,4208.385,-1.5,6
2025-12-04 16:26,2025-12-04 16:30,LONG,4208.845,4208.105,-0.94,4
2025-12-04 16:35,2025-12-04 16:37,LONG,4208.405,4208.295,-0.31,2
2025-12-04 16:38,2025-12-04 16:49,LONG,4208.798,4208.045,-0.953,11
2025-12-04 16:52,2025-12-04 16:57,LONG,4209.445,4208.335,-1.31,5
2025-12-04 18:29,2025-12-04 19:00,SHORT,4207.405,4205.975,1.23,31
