session,date,year,dt,exit_dt,side,R,rpct,entry,spread,gross,cost,net,Rmult,exit,entry_hour
ASIA,2019-06-26 00:00:00+00:00,2019,2019-06-26 11:12:00+00:00,2019-06-26 15:59:00+00:00,-1,17.180000000000064,1.2177610903956657,1402.815,0.33,-11.182999999999993,0.42000000000000004,-11.602999999999993,-0.6753783469150145,time,11
LON,2019-06-26 00:00:00+00:00,2019,2019-06-26 15:44:00+00:00,2019-06-26 19:59:00+00:00,1,11.319999999999936,0.8042100062290707,1413.475,0.355,-4.279999999999973,0.445,-4.724999999999973,-0.41740282685512364,time,15
ASIA,2019-06-27 00:00:00+00:00,2019,2019-06-27 07:00:00+00:00,2019-06-27 15:59:00+00:00,-1,7.163000000000011,0.5088469099594168,1403.675,0.33,-2.1230000000000473,0.42000000000000004,-2.5430000000000472,-0.35501884685188373,time,7
LON,2019-06-27 00:00:00+00:00,2019,2019-06-27 13:00:00+00:00,2019-06-27 13:14:00+00:00,-1,4.893000000000029,0.34850298275248753,1399.998,0.345,-4.893000000000029,0.435,-5.328000000000029,-1.088902513795217,sl,13
NY,2019-06-27 00:00:00+00:00,2019,2019-06-27 17:22:00+00:00,2019-06-27 22:59:00+00:00,1,8.427000000000135,0.5997954293309581,1408.588,0.34,-0.08999999999991815,0.43000000000000005,-0.5199999999999182,-0.061706419840976606,time,17
LON,2019-06-28 00:00:00+00:00,2019,2019-06-28 13:02:00+00:00,2019-06-28 13:34:00+00:00,-1,4.7999999999999545,0.33953445143961325,1410.098,0.345,3.599999999999966,0.435,3.164999999999966,0.6593749999999992,tp,13
ASIA,2019-07-01 00:00:00+00:00,2019,2019-07-01 07:00:00+00:00,2019-07-01 12:32:00+00:00,-1,12.009999999999991,0.8627778215525702,1382.565,0.33,-12.009999999999991,0.42000000000000004,-12.42999999999999,-1.0349708576186512,sl,7
LON,2019-07-01 00:00:00+00:00,2019,2019-07-01 13:01:00+00:00,2019-07-01 19:59:00+00:00,1,11.509999999999991,0.8287926154937986,1393.288,0.345,-9.053000000000111,0.435,-9.488000000000111,-0.8243266724587419,time,13
NY,2019-07-01 00:00:00+00:00,2019,2019-07-01 17:30:00+00:00,2019-07-01 22:59:00+00:00,-1,10.920000000000073,0.7847168113085122,1385.285,0.34,-1.7729999999999109,0.43000000000000005,-2.202999999999911,-0.20173992673991725,time,17
ASIA,2019-07-02 00:00:00+00:00,2019,2019-07-02 07:31:00+00:00,2019-07-02 15:34:00+00:00,1,9.37299999999982,0.674631954727822,1393.568,0.33,7.029749999999865,0.42000000000000004,6.609749999999865,0.7051904406273329,tp,7
LON,2019-07-02 00:00:00+00:00,2019,2019-07-02 13:00:00+00:00,2019-07-02 13:53:00+00:00,-1,3.362999999999829,0.24147633880127178,1390.885,0.345,-3.362999999999829,0.435,-3.797999999999829,-1.1293487957181154,sl,13
NY,2019-07-02 00:00:00+00:00,2019,2019-07-02 18:34:00+00:00,2019-07-02 22:03:00+00:00,1,17.863000000000056,1.2784308410699186,1408.905,0.345,13.397250000000042,0.435,12.962250000000042,0.7256479874601132,tp,18
ASIA,2019-07-03 00:00:00+00:00,2019,2019-07-03 11:35:00+00:00,2019-07-03 15:59:00+00:00,-1,16.410000000000082,1.1493523896566609,1420.388,0.33,2.5529999999998836,0.42000000000000004,2.1329999999998837,0.12998171846434325,time,11
LON,2019-07-03 00:00:00+00:00,2019,2019-07-03 13:00:00+00:00,2019-07-03 19:59:00+00:00,-1,9.150000000000091,0.6423958214176189,1416.555,0.345,-1.2429999999999382,0.435,-1.6779999999999382,-0.18338797814206792,time,13
ASIA,2019-07-04 00:00:00+00:00,2019,2019-07-04 07:05:00+00:00,2019-07-04 15:59:00+00:00,-1,7.866999999999962,0.5543581813102383,1413.665,0.33,-1.893000000000029,0.42000000000000004,-2.313000000000029,-0.2940129655523122,time,7
LON,2019-07-04 00:00:00+00:00,2019,2019-07-04 14:23:00+00:00,2019-07-04 19:47:00+00:00,1,6.0,0.42431981174683814,1416.435,0.36,-1.5699999999999363,0.45,-2.0199999999999365,-0.33666666666665607,time,14
ASIA,2019-07-05 00:00:00+00:00,2019,2019-07-05 07:00:00+00:00,2019-07-05 12:30:00+00:00,-1,6.833000000000084,0.4819391742755556,1414.355,0.33,5.124750000000063,0.42000000000000004,4.704750000000063,0.6885335870042448,tp,7
LON,2019-07-05 00:00:00+00:00,2019,2019-07-05 13:00:00+00:00,2019-07-05 13:26:00+00:00,-1,6.399000000000115,0.4524535102957649,1397.518,0.345,4.799250000000086,0.435,4.364250000000086,0.6820206282231611,tp,13
NY,2019-07-05 00:00:00+00:00,2019,2019-07-05 19:21:00+00:00,2019-07-05 20:58:00+00:00,1,14.297000000000025,1.0253110165812267,1400.915,0.35,-2.3899999999998727,0.44,-2.8299999999998726,-0.1979436245366068,time,19
ASIA,2019-07-08 00:00:00+00:00,2019,2019-07-08 07:02:00+00:00,2019-07-08 15:49:00+00:00,1,10.480000000000018,0.7492064880995927,1405.698,0.33,-10.480000000000018,0.42000000000000004,-10.900000000000018,-1.0400763358778624,sl,7
LON,2019-07-08 00:00:00+00:00,2019,2019-07-08 13:02:00+00:00,2019-07-08 13:19:00+00:00,-1,3.880000000000109,0.27606613087322696,1403.005,0.345,2.910000000000082,0.435,2.475000000000082,0.6378865979381475,tp,13
NY,2019-07-08 00:00:00+00:00,2019,2019-07-08 19:49:00+00:00,2019-07-08 22:59:00+00:00,-1,10.486999999999853,0.7501211405049292,1393.508,0.35,-0.7699999999999818,0.44,-1.2099999999999818,-0.11538094784018296,time,19
ASIA,2019-07-09 00:00:00+00:00,2019,2019-07-09 08:28:00+00:00,2019-07-09 08:55:00+00:00,-1,5.73700000000008,0.41152161123977654,1390.208,0.33,4.30275000000006,0.42000000000000004,3.88275000000006,0.6767910057521362,tp,8
LON,2019-07-09 00:00:00+00:00,2019,2019-07-09 15:00:00+00:00,2019-07-09 19:59:00+00:00,1,9.12700000000018,0.6564535904285843,1396.738,0.355,-0.15300000000002,0.445,-0.5980000000000201,-0.065519886052373,time,15
ASIA,2019-07-10 00:00:00+00:00,2019,2019-07-10 07:00:00+00:00,2019-07-10 09:27:00+00:00,-1,4.267000000000053,0.3062900634015803,1390.905,0.33,-4.267000000000053,0.42000000000000004,-4.687000000000053,-1.0984298101710792,sl,7
LON,2019-07-10 00:00:00+00:00,2019,2019-07-10 13:00:00+00:00,2019-07-10 15:03:00+00:00,1,6.580000000000155,0.47195488658313123,1409.788,0.345,-6.580000000000155,0.435,-7.015000000000154,-1.0661094224923997,sl,13
NY,2019-07-10 00:00:00+00:00,2019,2019-07-10 17:53:00+00:00,2019-07-10 22:15:00+00:00,1,10.170000000000073,0.7219090875171816,1413.098,0.34,7.627500000000055,0.43000000000000005,7.197500000000055,0.7077187807276306,tp,17
ASIA,2019-07-11 00:00:00+00:00,2019,2019-07-11 07:40:00+00:00,2019-07-11 12:30:00+00:00,-1,6.809999999999945,0.47837993252301986,1420.168,0.33,5.107499999999959,0.42000000000000004,4.687499999999959,0.6883259911894268,tp,7
LON,2019-07-11 00:00:00+00:00,2019,2019-07-11 13:00:00+00:00,2019-07-11 14:37:00+00:00,-1,6.079999999999927,0.42766640967760183,1416.218,0.345,4.559999999999945,0.435,4.124999999999946,0.6784539473684202,tp,13
NY,2019-07-11 00:00:00+00:00,2019,2019-07-11 17:02:00+00:00,2019-07-11 22:59:00+00:00,-1,8.990000000000009,0.6364209817190085,1406.728,0.34,2.1800000000000637,0.43000000000000005,1.7500000000000635,0.19466073414906138,time,17
ASIA,2019-07-12 00:00:00+00:00,2019,2019-07-12 07:20:00+00:00,2019-07-12 09:45:00+00:00,1,6.376999999999953,0.45304222346536455,1410.605,0.33,-6.376999999999953,0.42000000000000004,-6.796999999999953,-1.0658616904500553,sl,7
NY,2019-07-12 00:00:00+00:00,2019,2019-07-12 17:45:00+00:00,2019-07-12 18:48:00+00:00,1,6.919999999999845,0.4913875965267107,1411.508,0.34,5.189999999999884,0.43000000000000005,4.759999999999884,0.6878612716762992,tp,17
LON,2019-07-15 00:00:00+00:00,2019,2019-07-15 13:00:00+00:00,2019-07-15 14:40:00+00:00,-1,4.613000000000056,0.32594895147635167,1411.675,0.345,3.4597500000000423,0.435,3.0247500000000422,0.6557012789941481,tp,13
NY,2019-07-15 00:00:00+00:00,2019,2019-07-15 19:54:00+00:00,2019-07-15 22:59:00+00:00,1,7.053000000000111,0.49966978555089386,1414.948,0.35,1.3599999999999,0.44,0.9199999999999,0.13044094711468673,time,19
LON,2019-07-16 00:00:00+00:00,2019,2019-07-16 13:00:00+00:00,2019-07-16 13:09:00+00:00,-1,3.6499999999998636,0.2580723967454189,1411.035,0.345,2.7374999999998977,0.435,2.3024999999998976,0.6308219178082147,tp,13
NY,2019-07-16 00:00:00+00:00,2019,2019-07-16 18:38:00+00:00,2019-07-16 22:59:00+00:00,-1,10.340000000000146,0.7337116414734959,1401.098,0.345,-3.9200000000000728,0.435,-4.355000000000072,-0.42117988394584244,time,18
ASIA,2019-07-17 00:00:00+00:00,2019,2019-07-17 08:03:00+00:00,2019-07-17 09:31:00+00:00,-1,3.509999999999991,0.2498111381534232,1402.998,0.33,2.632499999999993,0.42000000000000004,2.2124999999999932,0.6303418803418801,tp,8
LON,2019-07-17 00:00:00+00:00,2019,2019-07-17 13:00:00+00:00,2019-07-17 13:40:00+00:00,1,6.269999999999982,0.44692247791755546,1406.425,0.345,4.702499999999986,0.435,4.267499999999987,0.6806220095693779,tp,13
NY,2019-07-17 00:00:00+00:00,2019,2019-07-17 18:00:00+00:00,2019-07-17 22:59:00+00:00,1,18.63000000000011,1.3147162123512932,1425.188,0.345,1.1599999999998545,0.435,0.7249999999998544,0.03891572732151638,time,18
ASIA,2019-07-18 00:00:00+00:00,2019,2019-07-18 10:54:00+00:00,2019-07-18 15:48:00+00:00,-1,9.36999999999989,0.6582895400127994,1417.998,0.33,-9.36999999999989,0.42000000000000004,-9.78999999999989,-1.044823906083245,sl,10
LON,2019-07-18 00:00:00+00:00,2019,2019-07-18 13:00:00+00:00,2019-07-18 14:30:00+00:00,-1,5.289999999999964,0.37234193957969786,1417.038,0.345,-5.289999999999964,0.435,-5.724999999999963,-1.082230623818526,sl,13
NY,2019-07-18 00:00:00+00:00,2019,2019-07-18 17:51:00+00:00,2019-07-18 19:08:00+00:00,1,13.289999999999964,0.9339545993706322,1429.638,0.34,9.967499999999973,0.43000000000000005,9.537499999999973,0.7176448457486831,tp,17
ASIA,2019-07-19 00:00:00+00:00,2019,2019-07-19 07:00:00+00:00,2019-07-19 13:01:00+00:00,-1,5.810000000000173,0.4027070927289344,1438.365,0.33,4.35750000000013,0.42000000000000004,3.9375000000001297,0.6777108433734962,tp,7
LON,2019-07-19 00:00:00+00:00,2019,2019-07-19 13:00:00+00:00,2019-07-19 13:42:00+00:00,-1,5.7000000000000455,0.3961950575866767,1434.585,0.345,-5.7000000000000455,0.435,-6.135000000000045,-1.0763157894736834,sl,13
NY,2019-07-19 00:00:00+00:00,2019,2019-07-19 18:10:00+00:00,2019-07-19 20:58:00+00:00,-1,18.690000000000055,1.3058276243257627,1422.438,0.345,-2.729999999999791,0.435,-3.164999999999791,-0.1693418940609835,time,18
LON,2019-07-22 00:00:00+00:00,2019,2019-07-22 13:46:00+00:00,2019-07-22 14:11:00+00:00,1,3.7970000000000255,0.26621027165754646,1428.628,0.345,-3.7970000000000255,0.435,-4.232000000000025,-1.11456412957598,sl,13
NY,2019-07-22 00:00:00+00:00,2019,2019-07-22 19:48:00+00:00,2019-07-22 22:59:00+00:00,-1,4.849999999999909,0.340016929863571,1423.978,0.35,-0.22000000000002728,0.44,-0.6600000000000272,-0.1360824742268123,time,19
ASIA,2019-07-23 00:00:00+00:00,2019,2019-07-23 11:42:00+00:00,2019-07-23 15:59:00+00:00,1,10.1400000000001,0.7148859806505792,1424.528,0.33,-1.7200000000000273,0.42000000000000004,-2.140000000000027,-0.21104536489151934,time,11
LON,2019-07-23 00:00:00+00:00,2019,2019-07-23 13:00:00+00:00,2019-07-23 16:37:00+00:00,1,8.0,0.5637274266274226,1426.388,0.345,-8.0,0.435,-8.435,-1.054375,sl,13
NY,2019-07-23 00:00:00+00:00,2019,2019-07-23 19:22:00+00:00,2019-07-23 22:59:00+00:00,-1,12.366999999999962,0.8687642511694578,1417.435,0.35,0.6369999999999436,0.44,0.1969999999999436,0.015929489771160685,time,19
ASIA,2019-07-24 00:00:00+00:00,2019,2019-07-24 07:22:00+00:00,2019-07-24 11:44:00+00:00,1,5.889999999999873,0.41483182475427494,1422.428,0.33,4.4174999999999045,0.42000000000000004,3.9974999999999046,0.6786926994906606,tp,7
LON,2019-07-24 00:00:00+00:00,2019,2019-07-24 13:46:00+00:00,2019-07-24 17:03:00+00:00,1,6.982999999999947,0.49008674916786643,1427.708,0.345,-6.982999999999947,0.435,-7.417999999999947,-1.0622941429185169,sl,13
NY,2019-07-24 00:00:00+00:00,2019,2019-07-24 17:06:00+00:00,2019-07-24 22:59:00+00:00,-1,8.547000000000025,0.6000504587885817,1420.468,0.34,-5.599999999999909,0.43000000000000005,-6.029999999999909,-0.7055107055106927,time,17
ASIA,2019-07-25 00:00:00+00:00,2019,2019-07-25 07:22:00+00:00,2019-07-25 11:43:00+00:00,1,4.0470000000000255,0.28442442762854325,1425.698,0.33,3.035250000000019,0.42000000000000004,2.615250000000019,0.6462194217939221,tp,7
LON,2019-07-25 00:00:00+00:00,2019,2019-07-25 13:03:00+00:00,2019-07-25 13:35:00+00:00,-1,9.692999999999984,0.6795021528714439,1423.935,0.345,7.269749999999988,0.435,6.834749999999988,0.7051222531723924,tp,13
NY,2019-07-25 00:00:00+00:00,2019,2019-07-25 17:01:00+00:00,2019-07-25 22:59:00+00:00,-1,14.157000000000153,0.9979322617263029,1411.555,0.34,-4.282999999999902,0.43000000000000005,-4.7129999999999015,-0.332909514727686,time,17
ASIA,2019-07-26 00:00:00+00:00,2019,2019-07-26 07:00:00+00:00,2019-07-26 12:01:00+00:00,1,4.0900000000001455,0.28879789279532564,1418.115,0.33,3.067500000000109,0.42000000000000004,2.647500000000109,0.6473105134474364,tp,7
LON,2019-07-26 00:00:00+00:00,2019,2019-07-26 13:04:00+00:00,2019-07-26 13:21:00+00:00,1,3.48700000000008,0.24580356845031476,1421.875,0.345,2.61525000000006,0.435,2.18025000000006,0.6252509320332693,tp,13
NY,2019-07-26 00:00:00+00:00,2019,2019-07-26 19:23:00+00:00,2019-07-26 20:58:00+00:00,-1,7.7999999999999545,0.5493027892187138,1416.958,0.35,-0.9900000000000091,0.44,-1.430000000000009,-0.18333333333333557,time,19
ASIA,2019-07-29 00:00:00+00:00,2019,2019-07-29 07:02:00+00:00,2019-07-29 15:59:00+00:00,-1,5.613000000000056,0.39498948909411447,1418.238,0.33,-2.5399999999999636,0.42000000000000004,-2.9599999999999635,-0.5273472296454541,time,7
LON,2019-07-29 00:00:00+00:00,2019,2019-07-29 13:09:00+00:00,2019-07-29 13:40:00+00:00,1,3.143000000000029,0.22148851661790564,1421.298,0.345,-3.143000000000029,0.435,-3.578000000000029,-1.1384027998727317,sl,13
NY,2019-07-29 00:00:00+00:00,2019,2019-07-29 18:10:00+00:00,2019-07-29 22:59:00+00:00,1,7.5,0.5280668514327597,1422.518,0.345,2.0599999999999454,0.435,1.6249999999999454,0.21666666666665937,time,18
ASIA,2019-07-30 00:00:00+00:00,2019,2019-07-30 07:03:00+00:00,2019-07-30 09:24:00+00:00,1,3.59699999999998,0.252573448951709,1425.918,0.33,2.697749999999985,0.42000000000000004,2.277749999999985,0.6332360300250203,tp,7
NY,2019-07-30 00:00:00+00:00,2019,2019-07-30 17:44:00+00:00,2019-07-30 22:59:00+00:00,1,5.136999999999944,0.3597612934444448,1429.985,0.34,0.65300000000002,0.43000000000000005,0.22300000000001996,0.04341055090520195,time,17
ASIA,2019-07-31 00:00:00+00:00,2019,2019-07-31 07:01:00+00:00,2019-07-31 14:00:00+00:00,1,4.269999999999982,0.29877652947566,1431.995,0.33,-4.269999999999982,0.42000000000000004,-4.689999999999982,-1.0983606557377052,sl,7
LON,2019-07-31 00:00:00+00:00,2019,2019-07-31 13:43:00+00:00,2019-07-31 13:47:00+00:00,1,2.5529999999998836,0.17842170881973266,1432.385,0.345,-2.5529999999998836,0.435,-2.9879999999998836,-1.170387779083439,sl,13
NY,2019-07-31 00:00:00+00:00,2019,2019-07-31 18:00:00+00:00,2019-07-31 18:52:00+00:00,-1,12.210000000000036,0.8551111976779262,1420.798,0.345,9.157500000000027,0.435,8.722500000000027,0.7143734643734644,tp,18
ASIA,2019-08-01 00:00:00+00:00,2019,2019-08-01 08:00:00+00:00,2019-08-01 14:24:00+00:00,-1,7.926999999999907,0.56247404313915,1403.755,0.33,-7.926999999999907,0.42000000000000004,-8.346999999999907,-1.0529834742020947,sl,8
LON,2019-08-01 00:00:00+00:00,2019,2019-08-01 13:10:00+00:00,2019-08-01 14:00:00+00:00,-1,5.429999999999836,0.38617326467868485,1402.545,0.345,-5.429999999999836,0.435,-5.864999999999836,-1.0801104972375715,sl,13
NY,2019-08-01 00:00:00+00:00,2019,2019-08-01 17:29:00+00:00,2019-08-01 17:50:00+00:00,1,19.63000000000011,1.3905110870547468,1420.148,0.34,14.722500000000082,0.43000000000000005,14.292500000000082,0.7280947529291901,tp,17
LON,2019-08-02 00:00:00+00:00,2019,2019-08-02 13:00:00+00:00,2019-08-02 13:31:00+00:00,-1,6.690000000000055,0.46559322335675346,1430.968,0.345,-6.690000000000055,0.435,-7.125000000000054,-1.065022421524663,sl,13
ASIA,2019-08-05 00:00:00+00:00,2019,2019-08-05 07:00:00+00:00,2019-08-05 15:59:00+00:00,1,17.220000000000027,1.1881378556611353,1457.548,0.33,5.8599999999999,0.42000000000000004,5.4399999999999,0.3159117305458706,time,7
LON,2019-08-05 00:00:00+00:00,2019,2019-08-05 13:00:00+00:00,2019-08-05 14:28:00+00:00,1,6.420000000000073,0.4404384889426309,1463.145,0.345,4.815000000000055,0.435,4.380000000000055,0.6822429906542065,tp,13
LON,2019-08-06 00:00:00+00:00,2019,2019-08-06 13:05:00+00:00,2019-08-06 19:59:00+00:00,1,8.90300000000002,0.608703602784876,1467.488,0.345,5.190000000000055,0.435,4.755000000000055,0.5340896327080809,time,13
ASIA,2019-08-07 00:00:00+00:00,2019,2019-08-07 07:16:00+00:00,2019-08-07 13:45:00+00:00,1,15.519999999999982,1.0462737760575236,1490.525,0.33,11.639999999999986,0.42000000000000004,11.219999999999986,0.7229381443298969,tp,7
LON,2019-08-07 00:00:00+00:00,2019,2019-08-07 13:00:00+00:00,2019-08-07 13:53:00+00:00,1,10.449999999999818,0.7020132086237088,1497.178,0.345,7.837499999999864,0.435,7.402499999999864,0.7083732057416261,tp,13
NY,2019-08-07 00:00:00+00:00,2019,2019-08-07 19:55:00+00:00,2019-08-07 22:59:00+00:00,-1,15.610000000000127,1.0384242040206508,1494.0,0.35,-3.77800000000002,0.44,-4.21800000000002,-0.27021140294682805,time,19
LON,2019-08-08 00:00:00+00:00,2019,2019-08-08 13:00:00+00:00,2019-08-08 13:51:00+00:00,-1,6.190000000000055,0.41339981930354375,1491.035,0.345,-6.190000000000055,0.435,-6.625000000000054,-1.0702746365105,sl,13
NY,2019-08-08 00:00:00+00:00,2019,2019-08-08 17:31:00+00:00,2019-08-08 18:07:00+00:00,1,8.639999999999873,0.5777359955628586,1498.838,0.34,6.4799999999999045,0.43000000000000005,6.049999999999905,0.7002314814814807,tp,17
LON,2019-08-09 00:00:00+00:00,2019,2019-08-09 13:00:00+00:00,2019-08-09 13:31:00+00:00,-1,3.2229999999999563,0.2144791100640816,1498.525,0.345,2.4172499999999673,0.435,1.9822499999999672,0.6150325783431567,tp,13
ASIA,2019-08-12 00:00:00+00:00,2019,2019-08-12 07:00:00+00:00,2019-08-12 08:17:00+00:00,-1,5.863000000000056,0.3916530966560702,1490.525,0.33,-5.863000000000056,0.42000000000000004,-6.283000000000056,-1.0716356813917782,sl,7
NY,2019-08-12 00:00:00+00:00,2019,2019-08-12 18:29:00+00:00,2019-08-12 18:43:00+00:00,1,6.923000000000002,0.4601801658858766,1507.558,0.345,5.192250000000001,0.435,4.757250000000002,0.6871659685107613,tp,18
ASIA,2019-08-13 00:00:00+00:00,2019,2019-08-13 07:00:00+00:00,2019-08-13 09:53:00+00:00,1,10.482999999999947,0.6917922961583997,1522.658,0.33,7.86224999999996,0.42000000000000004,7.4422499999999605,0.7099351330725935,tp,7
LON,2019-08-13 00:00:00+00:00,2019,2019-08-13 13:00:00+00:00,2019-08-13 13:40:00+00:00,-1,13.5300000000002,0.8862191275065182,1520.065,0.345,10.14750000000015,0.435,9.71250000000015,0.7178492239467854,tp,13
ASIA,2019-08-14 00:00:00+00:00,2019,2019-08-14 10:08:00+00:00,2019-08-14 11:36:00+00:00,1,9.809999999999945,0.653955323952115,1505.598,0.33,7.357499999999959,0.42000000000000004,6.937499999999959,0.7071865443425074,tp,10
LON,2019-08-14 00:00:00+00:00,2019,2019-08-14 15:13:00+00:00,2019-08-14 19:59:00+00:00,1,20.95699999999988,1.3936349627166493,1518.495,0.355,-4.769999999999982,0.445,-5.214999999999982,-0.24884286873121209,time,15
NY,2019-08-14 00:00:00+00:00,2019,2019-08-14 17:00:00+00:00,2019-08-14 22:59:00+00:00,1,17.200000000000045,1.134596601104797,1523.828,0.34,-6.440000000000055,0.43000000000000005,-6.870000000000054,-0.3994186046511649,time,17
ASIA,2019-08-15 00:00:00+00:00,2019,2019-08-15 07:00:00+00:00,2019-08-15 10:21:00+00:00,-1,8.53300000000013,0.5614079093066321,1513.125,0.33,-8.53300000000013,0.42000000000000004,-8.953000000000129,-1.049220672682526,sl,7
LON,2019-08-15 00:00:00+00:00,2019,2019-08-15 13:01:00+00:00,2019-08-15 17:46:00+00:00,-1,12.6099999999999,0.8315546168325509,1509.92,0.345,-12.6099999999999,0.435,-13.0449999999999,-1.0344964314036482,sl,13
NY,2019-08-15 00:00:00+00:00,2019,2019-08-15 17:42:00+00:00,2019-08-15 22:59:00+00:00,1,11.919999999999845,0.7854382946930885,1521.845,0.34,0.47299999999995634,0.43000000000000005,0.042999999999956295,0.0036073825503319507,time,17
ASIA,2019-08-16 00:00:00+00:00,2019,2019-08-16 07:00:00+00:00,2019-08-16 09:12:00+00:00,-1,11.196999999999889,0.7356680098388962,1515.495,0.33,8.397749999999917,0.42000000000000004,7.977749999999917,0.7124899526658923,tp,7
LON,2019-08-16 00:00:00+00:00,2019,2019-08-16 14:57:00+00:00,2019-08-16 18:39:00+00:00,-1,11.160000000000082,0.7378879185939533,1505.335,0.36,-11.160000000000082,0.45,-11.610000000000081,-1.040322580645161,sl,14
NY,2019-08-16 00:00:00+00:00,2019,2019-08-16 18:39:00+00:00,2019-08-16 20:58:00+00:00,1,12.589999999999918,0.8330401867783234,1516.618,0.345,-4.222999999999956,0.435,-4.657999999999956,-0.36997617156473284,time,18
ASIA,2019-08-19 00:00:00+00:00,2019,2019-08-19 08:04:00+00:00,2019-08-19 08:22:00+00:00,-1,7.649999999999864,0.5070456048857896,1504.648,0.33,5.737499999999898,0.42000000000000004,5.317499999999898,0.6950980392156854,tp,8
NY,2019-08-19 00:00:00+00:00,2019,2019-08-19 18:48:00+00:00,2019-08-19 22:59:00+00:00,-1,7.643000000000029,0.5093631225714402,1495.418,0.345,0.5099999999999909,0.435,0.07499999999999091,0.009812900693443755,time,18
ASIA,2019-08-20 00:00:00+00:00,2019,2019-08-20 07:20:00+00:00,2019-08-20 09:50:00+00:00,1,5.072999999999865,0.33906606892504476,1499.548,0.33,3.804749999999899,0.42000000000000004,3.384749999999899,0.6672087522176205,tp,7
NY,2019-08-20 00:00:00+00:00,2019,2019-08-20 19:51:00+00:00,2019-08-20 22:59:00+00:00,1,6.123000000000047,0.40709991200113194,1507.648,0.35,-1.3129999999998745,0.44,-1.7529999999998744,-0.2862975665523209,time,19
ASIA,2019-08-21 00:00:00+00:00,2019,2019-08-21 07:00:00+00:00,2019-08-21 15:52:00+00:00,-1,5.720000000000027,0.38029415512215775,1499.935,0.33,-5.720000000000027,0.42000000000000004,-6.140000000000027,-1.073426573426573,sl,7
LON,2019-08-21 00:00:00+00:00,2019,2019-08-21 13:30:00+00:00,2019-08-21 18:13:00+00:00,1,5.690000000000055,0.3794374720555286,1502.545,0.345,4.267500000000041,0.435,3.832500000000041,0.6735500878734629,tp,13
NY,2019-08-21 00:00:00+00:00,2019,2019-08-21 18:13:00+00:00,2019-08-21 19:17:00+00:00,1,6.789999999999964,0.45165402196617543,1507.148,0.345,-6.789999999999964,0.435,-7.224999999999963,-1.0640648011782035,sl,18
ASIA,2019-08-22 00:00:00+00:00,2019,2019-08-22 07:22:00+00:00,2019-08-22 10:41:00+00:00,-1,4.663000000000011,0.31058691930296833,1498.855,0.33,3.497250000000008,0.42000000000000004,3.0772500000000083,0.6599292301093719,tp,7
LON,2019-08-22 00:00:00+00:00,2019,2019-08-22 13:45:00+00:00,2019-08-22 19:59:00+00:00,1,9.633000000000038,0.6432106368516924,1502.708,0.345,-3.6030000000000655,0.435,-4.038000000000065,-0.41918405481159027,time,13
LON,2019-08-23 00:00:00+00:00,2019,2019-08-23 13:00:00+00:00,2019-08-23 13:36:00+00:00,1,3.1130000000000564,0.20809427920884843,1502.918,0.345,2.3347500000000423,0.435,1.8997500000000422,0.6102634115001632,tp,13
NY,2019-08-23 00:00:00+00:00,2019,2019-08-23 18:37:00+00:00,2019-08-23 20:59:00+00:00,1,27.76299999999992,1.8307422678847047,1529.698,0.345,-3.1000000000001364,0.435,-3.5350000000001365,-0.1273277383568111,time,18
ASIA,2019-08-26 00:00:00+00:00,2019,2019-08-26 07:00:00+00:00,2019-08-26 08:39:00+00:00,-1,11.200000000000045,0.7260046993030992,1534.385,0.33,8.400000000000034,0.42000000000000004,7.980000000000034,0.7125000000000001,tp,7
NY,2019-08-26 00:00:00+00:00,2019,2019-08-26 17:09:00+00:00,2019-08-26 22:59:00+00:00,-1,9.930000000000064,0.6481689496427109,1526.438,0.34,-0.6499999999998636,0.43000000000000005,-1.0799999999998637,-0.10876132930512153,time,17
ASIA,2019-08-27 00:00:00+00:00,2019,2019-08-27 07:00:00+00:00,2019-08-27 14:59:00+00:00,1,6.307000000000016,0.4126286787010627,1532.705,0.33,4.730250000000012,0.42000000000000004,4.310250000000012,0.6834073251942289,tp,7
LON,2019-08-27 00:00:00+00:00,2019,2019-08-27 13:16:00+00:00,2019-08-27 14:26:00+00:00,-1,5.529999999999973,0.36109509629811837,1528.855,0.345,-5.529999999999973,0.435,-5.964999999999972,-1.0786618444846297,sl,13
ASIA,2019-08-28 00:00:00+00:00,2019,2019-08-28 11:29:00+00:00,2019-08-28 15:59:00+00:00,1,12.740000000000009,0.8281658659460203,1544.858,0.33,-7.192999999999984,0.42000000000000004,-7.612999999999984,-0.5975667189952887,time,11
LON,2019-08-28 00:00:00+00:00,2019,2019-08-28 13:50:00+00:00,2019-08-28 19:59:00+00:00,-1,7.8599999999999,0.5098031150098834,1535.948,0.345,-3.349999999999909,0.435,-3.784999999999909,-0.48155216284986735,time,13
ASIA,2019-08-29 00:00:00+00:00,2019,2019-08-29 07:00:00+00:00,2019-08-29 07:49:00+00:00,1,7.242999999999938,0.46984888722207824,1549.305,0.33,-7.242999999999938,0.42000000000000004,-7.662999999999938,-1.0579870219522303,sl,7
NY,2019-08-29 00:00:00+00:00,2019,2019-08-29 18:10:00+00:00,2019-08-29 22:59:00+00:00,-1,20.1099999999999,1.3076777068001841,1524.448,0.345,-3.019999999999982,0.435,-3.454999999999982,-0.17180507210343107,time,18
