year,end,n0,wr0,net0,n_blk,wr_blk,net_blk,n1,wr1,net1
2024,2024-08-01,300,29.666666666666668,-85.80200000000468,72,38.88888888888889,-8.90499999999966,195,35.8974358974359,-103.77600000000075
2024,2024-07-31,272,30.14705882352941,-104.01700000000201,71,38.028169014084504,-14.45499999999874,184,35.32608695652174,-81.5159999999976
2024,2024-07-30,275,33.45454545454545,-77.74500000000171,67,38.80597014925373,-5.524999999997728,182,37.91208791208791,-35.63399999999767
2024,2024-07-29,273,33.6996336996337,-70.85000000000227,55,47.27272727272727,4.296000000000277,175,41.714285714285715,-2.3039999999991743
2024,2024-07-26,272,34.92647058823529,-86.02700000000178,48,45.83333333333333,-9.375000000000092,171,42.69005847953216,-5.112000000000718
2024,2024-07-25,281,36.654804270462634,-45.435999999998515,45,40.0,-12.257999999999353,169,44.37869822485207,16.71500000000079
2024,2024-07-24,285,34.03508771929825,-52.465000000001055,48,33.33333333333333,-15.34000000000024,173,40.46242774566474,-17.435000000000038
2024,2024-07-23,279,35.842293906810035,-45.66000000000013,49,22.448979591836736,-28.78800000000074,171,42.69005847953216,-9.418000000001204
2024,2024-07-22,266,35.338345864661655,-32.02999999999994,55,20.0,-40.90100000000077,173,42.77456647398844,-9.646000000001173
2024,2024-07-19,254,35.43307086614173,-13.067000000000732,56,30.357142857142854,-21.51099999999969,169,44.37869822485207,6.7600000000004075
2024,2024-07-18,249,34.93975903614458,-24.715000000003606,59,32.20338983050847,-20.30500000000056,175,42.285714285714285,-10.435000000001299
2024,2024-07-17,242,35.53719008264463,-33.25700000000088,57,31.57894736842105,-17.173000000000595,170,41.76470588235294,-18.36000000000058
2024,2024-07-16,251,31.872509960159363,-43.803000000000075,60,33.33333333333333,-11.706000000000131,176,38.63636363636363,-35.573999999999806
2024,2024-07-15,250,31.6,-66.51200000000108,61,31.147540983606557,-12.903999999999723,170,35.88235294117647,-49.53299999999853
2024,2024-07-12,255,32.94117647058823,-59.31300000000284,62,30.64516129032258,-15.757000000001334,179,35.754189944134076,-47.629000000000175
2024,2024-07-11,255,32.15686274509804,-43.831000000002845,68,27.941176470588236,-20.93000000000038,175,32.57142857142858,-56.987999999998465
2024,2024-07-10,250,35.199999999999996,-33.77800000000299,66,36.36363636363637,-7.690000000000695,172,34.30232558139535,-52.7380000000002
2024,2024-07-09,250,36.4,-31.383000000002546,59,40.67796610169492,-0.14800000000086921,164,37.80487804878049,-22.016999999999637
2024,2024-07-08,246,31.70731707317073,-34.244999999998704,67,35.82089552238806,-10.525999999999291,164,35.97560975609756,-30.165999999999535
2024,2024-07-04,255,34.509803921568626,-23.456000000001495,63,34.92063492063492,-8.94100000000035,161,34.78260869565217,-25.714000000001032
2024,2024-07-03,270,34.44444444444444,-29.25600000000078,70,35.714285714285715,-10.850999999999658,170,37.05882352941177,-18.642000000001204
2024,2024-07-02,271,29.520295202952028,-67.5360000000016,68,29.411764705882355,-22.246999999999936,173,32.369942196531795,-53.95000000000354
2024,2024-07-01,274,29.56204379562044,-69.23200000000435,74,24.324324324324326,-37.97199999999958,185,32.972972972972975,-61.00700000000461
2024,2024-06-28,275,31.636363636363633,-66.45900000000485,68,27.941176470588236,-30.10400000000036,183,34.42622950819672,-54.06000000000505
2024,2024-06-27,268,29.47761194029851,-46.85600000000258,65,23.076923076923077,-35.310999999999254,189,33.33333333333333,-42.89900000000335
2024,2024-06-26,243,30.45267489711934,-41.76100000000553,57,26.31578947368421,-27.558999999999653,172,34.883720930232556,-51.365000000001984
2024,2024-06-25,235,32.340425531914896,-22.673000000006592,54,24.074074074074073,-27.046000000000546,166,34.93975903614458,-39.80400000000208
2024,2024-06-24,236,32.6271186440678,-25.909000000006202,54,29.629629629629626,-16.17200000000075,163,34.355828220858896,-39.655000000001195
2024,2024-06-21,238,32.773109243697476,-19.08600000000671,53,35.84905660377358,-5.029000000000544,161,37.267080745341616,-32.73700000000253
2024,2024-06-20,236,29.66101694915254,-58.65000000000846,52,36.53846153846153,-7.7250000000007315,153,39.21568627450981,-23.974000000004345
2024,2024-06-19,243,31.68724279835391,-35.425000000006165,54,37.03703703703704,-16.141000000000346,167,40.119760479041915,-38.869000000003226
2024,2024-06-18,237,31.645569620253166,-33.98700000000406,47,38.297872340425535,-19.453000000000333,161,41.61490683229814,-29.13100000000322
2024,2024-06-17,251,30.278884462151396,-35.52400000000415,54,37.03703703703704,-19.230000000000743,169,40.23668639053255,-34.67300000000277
2024,2024-06-14,257,31.906614785992215,-36.31200000000025,56,33.92857142857143,-24.01300000000056,171,36.84210526315789,-46.089000000001924
2024,2024-06-13,261,31.417624521072796,-26.076000000001088,61,31.147540983606557,-34.70100000000113,176,36.93181818181818,-55.01200000000216
2024,2024-06-12,268,30.597014925373134,-56.594000000000584,62,32.25806451612903,-31.05599999999995,175,34.85714285714286,-59.608000000001994
2024,2024-06-11,272,30.88235294117647,-64.43399999999784,59,35.59322033898305,-24.545999999998273,178,35.39325842696629,-75.31699999999964
2024,2024-06-09,257,31.906614785992215,-52.44299999999693,61,32.78688524590164,-27.29099999999853,180,35.55555555555556,-73.11800000000085
2024,2024-06-06,262,27.86259541984733,-71.56299999999362,57,28.07017543859649,-21.120999999997277,186,33.87096774193548,-78.3029999999996
2024,2024-06-05,267,28.08988764044944,-91.7449999999948,60,31.666666666666664,-19.375999999995656,190,33.68421052631579,-101.98999999999889
2024,2024-06-04,260,26.923076923076923,-96.90899999999738,58,25.862068965517242,-23.42999999999629,186,34.40860215053764,-93.73999999999995
2024,2024-06-03,255,25.882352941176475,-91.70599999999743,63,23.809523809523807,-24.78599999999651,181,35.35911602209944,-65.81899999999787
2024,2024-06-02,250,25.6,-94.27899999999954,57,22.807017543859647,-15.212999999997374,169,33.13609467455622,-57.19799999999786
2024,2024-05-30,255,26.27450980392157,-96.67199999999869,65,23.076923076923077,-20.31299999999828,173,31.213872832369944,-70.48799999999856
2024,2024-05-29,268,27.611940298507463,-84.08600000000033,65,27.692307692307693,-12.256000000000311,177,33.89830508474576,-35.29299999999912
2024,2024-05-28,275,26.545454545454543,-96.79600000000119,59,30.508474576271187,-10.157000000001336,176,35.22727272727273,-5.713000000000372
2024,2024-05-27,275,28.363636363636363,-90.633000000003,64,35.9375,-9.859000000001558,187,37.967914438502675,-17.018000000001294
2024,2024-05-24,261,31.800766283524908,-93.03100000000151,62,33.87096774193548,-30.39599999999965,185,41.62162162162162,-35.3590000000031
2024,2024-05-23,265,32.83018867924528,-75.04400000000216,61,36.0655737704918,-28.33300000000072,187,40.106951871657756,-41.79000000000261
2024,2024-05-22,259,35.907335907335906,-57.379000000000175,68,35.294117647058826,-38.68800000000067,190,41.578947368421055,-58.67000000000371
2024,2024-05-21,274,34.306569343065696,-59.51299999999791,71,38.028169014084504,-22.151000000000018,197,39.08629441624365,-59.20500000000121
2024,2024-05-20,274,31.386861313868614,-75.26599999999672,72,33.33333333333333,-24.01600000000044,192,35.41666666666667,-46.97200000000011
2024,2024-05-17,288,30.208333333333332,-57.912999999996,68,29.411764705882355,-19.737000000000624,190,34.73684210526316,-35.315999999999796
2024,2024-05-16,276,32.971014492753625,-34.769999999996976,72,34.72222222222222,1.629999999997926,185,38.37837837837838,-12.747000000002117
2024,2024-05-15,276,31.521739130434785,-50.76599999999891,69,33.33333333333333,-4.767000000001004,178,37.07865168539326,-31.648000000002952
2024,2024-05-14,268,33.95522388059701,-40.06000000000367,66,30.303030303030305,-3.8800000000007433,173,36.41618497109826,-21.36600000000461
2024,2024-05-13,275,32.72727272727273,-57.92700000000514,72,31.944444444444443,-5.8220000000004815,178,38.764044943820224,-45.285000000004494
2024,2024-05-10,270,33.7037037037037,-66.26800000000367,78,34.61538461538461,-7.060000000000948,181,39.226519337016576,-56.20900000000317
2024,2024-05-08,262,30.53435114503817,-103.8960000000051,73,27.397260273972602,-40.284000000000205,179,35.754189944134076,-85.04200000000066
2024,2024-05-07,259,34.36293436293436,-91.78300000000382,71,28.169014084507044,-46.6150000000018,174,37.93103448275862,-70.39999999999948
2024,2024-05-06,257,36.57587548638132,-83.31900000000077,70,28.57142857142857,-45.17500000000247,176,39.77272727272727,-63.58599999999815
2024,2024-05-05,267,38.57677902621723,-56.8399999999978,61,29.508196721311474,-35.54700000000159,171,42.69005847953216,-26.81699999999792
2024,2024-05-02,260,39.23076923076923,-52.039999999995885,55,30.909090909090907,-34.056999999999334,167,40.7185628742515,-37.299999999996444
2024,2024-05-01,265,37.35849056603773,-43.6109999999967,53,30.18867924528302,-20.95999999999967,176,39.77272727272727,-36.53999999999878
2024,2024-04-30,270,35.92592592592593,-50.651999999995965,50,30.0,-21.317999999999756,181,39.226519337016576,-46.82099999999918
2024,2024-04-29,256,38.28125,-31.71999999999454,59,30.508474576271187,-24.651999999998953,182,34.61538461538461,-74.69299999999966
2024,2024-04-26,249,37.75100401606426,-39.47099999999573,56,32.142857142857146,-25.42599999999875,173,39.30635838150289,-39.32999999999913
2024,2024-04-25,243,39.09465020576132,-25.84299999999721,51,29.411764705882355,-17.561999999999177,168,38.69047619047619,-30.98700000000153
2024,2024-04-24,250,40.8,-17.986999999999625,54,42.592592592592595,-4.515999999998533,170,44.70588235294118,-12.79499999999916
2024,2024-04-23,250,43.2,-14.379000000002625,59,42.3728813559322,-7.191999999999829,174,47.701149425287355,-8.571999999999933
2024,2024-04-22,258,42.63565891472868,2.046999999996771,62,48.38709677419355,10.332999999998814,177,52.54237288135594,38.30199999999842
2024,2024-04-19,263,44.48669201520912,10.63199999999636,70,50.0,20.98199999999816,186,51.61290322580645,21.86299999999694
2024,2024-04-18,264,43.18181818181818,34.73199999999608,74,47.2972972972973,26.671999999998388,190,52.10526315789473,55.35599999999614
2024,2024-04-17,265,41.88679245283019,3.16599999999929,75,44.0,10.598999999999258,192,52.604166666666664,30.616999999995315
2024,2024-04-16,269,40.14869888475837,0.11799999999787758,71,43.66197183098591,15.08500000000031,193,49.22279792746114,39.10199999999433
2024,2024-04-15,277,37.545126353790614,-56.02200000000259,68,44.11764705882353,-7.897999999999321,198,47.474747474747474,-7.304000000005637
2024,2024-04-12,273,37.362637362637365,-75.01700000000127,72,41.66666666666667,-20.59199999999955,200,45.0,-39.56100000000424
2024,2024-04-11,270,38.148148148148145,-90.03700000000164,68,45.588235294117645,-18.03799999999964,200,43.0,-78.58900000000358
2024,2024-04-10,265,37.35849056603773,-66.35400000000344,62,40.32258064516129,-22.188000000000002,198,40.909090909090914,-69.04900000000279
2024,2024-04-09,261,36.39846743295019,-46.102000000002306,72,40.27777777777778,-18.09800000000032,194,42.78350515463917,-42.58200000000334
2024,2024-04-08,254,37.79527559055118,-31.30400000000354,67,38.80597014925373,-20.65700000000051,189,45.5026455026455,-31.548000000000513
2024,2024-04-04,215,36.27906976744186,-10.05600000000502,54,40.74074074074074,-15.621000000000361,152,48.026315789473685,5.265000000000427
2024,2024-04-03,196,36.224489795918366,5.709999999994405,53,37.735849056603776,-2.9480000000013202,144,45.13888888888889,11.844999999999537
2024,2024-04-02,192,35.9375,23.98599999999451,48,43.75,21.008999999999023,133,45.86466165413533,34.14300000000086
2024,2024-04-01,192,37.5,24.144999999995076,44,36.36363636363637,12.058999999998566,135,38.51851851851852,5.660000000000776
2024,2024-03-31,206,32.038834951456316,-16.220000000005445,53,26.41509433962264,1.0509999999966564,142,37.32394366197183,-28.431000000002662
2024,2024-03-27,249,34.13654618473896,-2.1060000000013908,64,32.8125,-0.829000000002722,174,41.37931034482759,-9.38800000000154
2024,2024-03-26,251,34.66135458167331,-14.490000000000862,66,31.818181818181817,-10.16300000000155,173,39.884393063583815,-15.462000000000067
2024,2024-03-25,258,31.3953488372093,-44.91300000000055,66,39.39393939393939,-3.5590000000021913,177,38.983050847457626,-33.18500000000122
2024,2024-03-22,260,28.846153846153843,-37.675000000001084,70,35.714285714285715,-6.321000000002186,179,34.63687150837989,-30.814000000001037
2024,2024-03-21,266,27.44360902255639,-42.26200000000035,74,36.486486486486484,0.5589999999985618,175,32.57142857142858,-39.072000000002404
2024,2024-03-20,277,25.27075812274368,-76.98200000000034,68,27.941176470588236,-18.06300000000156,179,31.28491620111732,-61.07000000000227
2024,2024-03-19,285,24.210526315789473,-77.09199999999828,72,25.0,-24.1470000000003,189,31.746031746031743,-62.96200000000074
2024,2024-03-18,272,25.735294117647058,-59.988999999995855,68,27.941176470588236,-14.339999999999325,177,36.15819209039548,-33.340999999999354
2024,2024-03-15,254,27.559055118110237,-39.319999999995424,61,27.86885245901639,-18.33299999999844,167,34.13173652694611,-38.00999999999785
2024,2024-03-14,248,27.419354838709676,-46.95999999999877,66,33.33333333333333,-16.31299999999846,167,37.72455089820359,-32.7929999999973
2024,2024-03-13,246,30.081300813008134,-44.10600000000041,68,41.17647058823529,-5.2919999999990965,158,39.87341772151899,-22.779999999997568
2024,2024-03-12,246,34.146341463414636,-41.09400000000023,66,50.0,2.1490000000010707,159,44.0251572327044,-24.75599999999831
2024,2024-03-11,256,33.59375,-34.04600000000548,67,46.26865671641791,1.3059999999992218,166,43.97590361445783,-25.056000000000687
2024,2024-03-08,253,32.41106719367589,-39.23400000000252,73,41.0958904109589,0.19899999999997608,167,43.712574850299404,-12.85100000000093
2024,2024-03-07,256,31.640625,-33.831000000002604,66,34.84848484848485,-6.1920000000004185,164,43.90243902439025,-26.705000000001785
2024,2024-03-06,256,28.90625,-35.05000000000061,70,22.857142857142858,-15.692000000000004,168,38.69047619047619,-40.64300000000126
2024,2024-03-04,255,23.92156862745098,-38.94100000000003,67,19.402985074626866,-11.752000000000542,158,32.91139240506329,-25.06000000000163
2024,2024-03-03,235,22.97872340425532,-46.56299999999784,65,20.0,-11.73799999999983,147,30.612244897959183,-28.190000000000193
2024,2024-02-29,253,22.529644268774703,-55.91199999999922,60,20.0,-10.81900000000064,153,28.75816993464052,-49.304000000000414
2024,2024-02-28,248,22.58064516129032,-50.68400000000053,59,22.033898305084744,-7.145000000001621,156,28.846153846153843,-28.619000000001687
2024,2024-02-27,243,23.868312757201647,-53.316999999998515,50,22.0,-12.16400000000067,153,28.75816993464052,-26.402999999998748
2024,2024-02-26,259,23.552123552123554,-56.785999999999426,60,20.0,-16.64100000000053,171,29.239766081871345,-32.784999999998895
2024,2024-02-23,257,26.07003891050584,-46.09100000000072,59,23.728813559322035,-13.30700000000097,176,31.818181818181817,-26.238999999999763
2024,2024-02-22,257,23.346303501945524,-47.14300000000017,61,22.950819672131146,-10.127000000001043,183,31.693989071038253,-27.951999999999636
2024,2024-02-21,269,20.817843866171003,-57.35500000000098,64,25.0,-9.659000000000606,189,30.158730158730158,-36.3929999999994
2024,2024-02-20,272,20.955882352941178,-70.03700000000131,60,26.666666666666668,-10.150000000000317,189,31.216931216931215,-52.24800000000008
2024,2024-02-19,282,21.631205673758867,-74.50600000000159,63,30.158730158730158,-4.359000000000926,190,31.57894736842105,-53.10100000000078
2024,2024-02-16,274,21.532846715328464,-68.55000000000182,60,26.666666666666668,-5.17100000000096,186,30.107526881720432,-46.160000000001176
2024,2024-02-15,264,21.96969696969697,-64.8140000000024,53,22.641509433962266,-10.319000000001186,177,27.11864406779661,-58.95100000000106
2024,2024-02-14,249,25.702811244979916,-41.46800000000171,62,22.58064516129032,-8.919000000001144,173,28.32369942196532,-44.99900000000148
2024,2024-02-13,241,26.141078838174277,-29.33100000000077,63,23.809523809523807,-6.846000000000778,165,29.6969696969697,-34.819000000001324
2024,2024-02-12,225,26.222222222222225,-32.51100000000088,59,27.11864406779661,-0.17900000000035982,155,32.903225806451616,-26.035000000000306
2024,2024-02-09,230,29.130434782608695,-35.47699999999895,65,24.615384615384617,-9.85299999999984,154,31.16883116883117,-37.65699999999974
2024,2024-02-08,231,31.601731601731604,-28.102999999999565,66,28.78787878787879,-3.7289999999990924,158,37.34177215189873,-8.394999999998477
2024,2024-02-07,242,32.231404958677686,-39.588000000000775,63,30.158730158730158,-7.057999999998952,159,39.62264150943396,-8.589999999998822
2024,2024-02-06,249,31.32530120481928,-28.63400000000164,61,31.147540983606557,4.623000000000319,159,38.36477987421384,-20.156999999999737
2024,2024-02-05,258,30.23255813953488,-40.470999999999876,69,26.08695652173913,-2.223999999999526,165,32.72727272727273,-43.77599999999983
2024,2024-02-01,254,28.74015748031496,-41.727000000001055,59,25.423728813559322,3.6170000000003695,159,33.33333333333333,-36.08899999999997
2024,2024-01-31,253,28.063241106719367,-44.26900000000033,56,26.785714285714285,0.7919999999997351,158,33.54430379746836,-50.79500000000109
